
7 Mot inconnu : rdiff-backup => ====== rdiff-backup : Solution de sauvegarde incrémentielle ====== | rdiff-backup
159 Mot inconnu : rdiff-backup =>   rdiff-backup /home --exclude /home/me --max-file-size 1000 repertoire_de_sauvegarde | rdiff-backup
159 Mot inconnu : exclude =>   rdiff-backup /home --exclude /home/me --max-file-size 1000 repertoire_de_sauvegarde | exclude
159 Mot inconnu : max-file-size =>   rdiff-backup /home --exclude /home/me --max-file-size 1000 repertoire_de_sauvegarde | max-file-size
159 Mot inconnu : repertoire_de_sauvegarde =>   rdiff-backup /home --exclude /home/me --max-file-size 1000 repertoire_de_sauvegarde | repertoire_de_sauvegarde

161 Si “Ko” est une unité de mesure, il manque un espace insécable. Si le nombre se rapporte au mot suivant, c’est aussi valable. => sauvegardera tous les fichiers de /home de moins de 1 Ko sauf ceux présents dans /home/me. Plus d'explications [[https://www.mail-archive.com/rdiff-backup-users@nongnu.org/msg03909.html|ici]] | 1 ko => suggestions : ['1\xa0Ko']

164 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   rdiff-backup -l repertoire_de_sauvegarde |    => suggestions : ['']
164 Mot inconnu : rdiff-backup =>   rdiff-backup -l repertoire_de_sauvegarde | rdiff-backup
164 Il manque un espace à côté du tiret. =>   rdiff-backup -l repertoire_de_sauvegarde |  - => suggestions : [' – ', ' — ']
164 Mot inconnu : repertoire_de_sauvegarde =>   rdiff-backup -l repertoire_de_sauvegarde | repertoire_de_sauvegarde

168 Mot inconnu : snapshots => * Naviguer dans les snapshots : [[rdiff-backup-fs|https://code.google.com/p/rdiff-backup-fs/]] en montant les snapshots dans un dossier | snapshots
168 Mot inconnu : rdiff-backup-fs => * Naviguer dans les snapshots : [[rdiff-backup-fs|https://code.google.com/p/rdiff-backup-fs/]] en montant les snapshots dans un dossier | rdiff-backup-fs
168 Mot inconnu : snapshots => * Naviguer dans les snapshots : [[rdiff-backup-fs|https://code.google.com/p/rdiff-backup-fs/]] en montant les snapshots dans un dossier | snapshots

169 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   # dans les dépôts depuis la 12.04 :  |    => suggestions : ['']
169 Espace(s) en fin de ligne à supprimer. =>   # dans les dépôts depuis la 12.04 :  |   => suggestions : ['']

170 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   sudo apt-get install rdiff-backup-fs |    => suggestions : ['']
170 Mot inconnu : sudo =>   sudo apt-get install rdiff-backup-fs | sudo
170 Mot inconnu : apt-get =>   sudo apt-get install rdiff-backup-fs | apt-get
170 Mot inconnu : install =>   sudo apt-get install rdiff-backup-fs | install
170 Mot inconnu : rdiff-backup-fs =>   sudo apt-get install rdiff-backup-fs | rdiff-backup-fs

171 Mot inconnu : snapshot => Pour avoir un dossier par snapshot dans le point de montage : | snapshot

172 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   rdiff-backup-fs  mnt_path  backup_path |    => suggestions : ['']
172 Mot inconnu : rdiff-backup-fs =>   rdiff-backup-fs  mnt_path  backup_path | rdiff-backup-fs
172 Espace(s) surnuméraire(s) à supprimer. =>   rdiff-backup-fs  mnt_path  backup_path |    => suggestions : [' ']
172 Mot inconnu : mnt_path =>   rdiff-backup-fs  mnt_path  backup_path | mnt_path
172 Espace(s) surnuméraire(s) à supprimer. =>   rdiff-backup-fs  mnt_path  backup_path |    => suggestions : [' ']
172 Mot inconnu : backup_path =>   rdiff-backup-fs  mnt_path  backup_path | backup_path

175 Mot inconnu : Rdiff-backup => [[http://www.nongnu.org/rdiff-backup/examples.html|Rdiff-backup (en)]] | rdiff-backup

179 Écriture invariable. Utilisez un point médian. => Vous pouvez consulter le(s) site(s) suivant(s) pour obtenir un complément d'information... | site(s) => suggestions : ['site·s']
179 Écriture invariable. Utilisez un point médian. => Vous pouvez consulter le(s) site(s) suivant(s) pour obtenir un complément d'information... | suivant(s) => suggestions : ['suivant·s']
179 Typographie : points de suspension. Utilisez le caractère dédié. => Vous pouvez consulter le(s) site(s) suivant(s) pour obtenir un complément d'information... | ... => suggestions : ['…']

181 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * (fr) [[http://www.it-connect.fr/sauvegarde-et-restauration-avec-rdiff-backup%ef%bb%bf/|Utilisation de Rdiff-backup ]] |    => suggestions : ['']
181 Mot inconnu : Rdiff-backup =>   * (fr) [[http://www.it-connect.fr/sauvegarde-et-restauration-avec-rdiff-backup%ef%bb%bf/|Utilisation de Rdiff-backup ]] | rdiff-backup
181 Pas d’espace avant ce signe. =>   * (fr) [[http://www.it-connect.fr/sauvegarde-et-restauration-avec-rdiff-backup%ef%bb%bf/|Utilisation de Rdiff-backup ]] |  ] => suggestions : [']']
185 Il manque un espace. => //Contributeurs : [[utilisateurs:Herbie]], [[utilisateurs:ostaquet]] // | herbie => suggestions : [' Herbie']
185 Il manque un espace. => //Contributeurs : [[utilisateurs:Herbie]], [[utilisateurs:ostaquet]] // | ostaquet => suggestions : [' ostaquet']
