
3 Mot inconnu : beta => ====== Installer la version beta de fl_Teachertool ====== | beta
68 Mot inconnu : add =>    6. If your fellow teachers are not comfortable typing "sudo /usr/sbin/fl_teachertool" then add an alias in file .bashrc (notice it starts with a period) in the home directory of the people who will run the program. | add
68 L’espace se place après le point, et non avant (ou bien sert de liant entre deux lettres). =>    6. If your fellow teachers are not comfortable typing "sudo /usr/sbin/fl_teachertool" then add an alias in file .bashrc (notice it starts with a period) in the home directory of the people who will run the program. |  . => suggestions : ['. ', '.']
68 Mot inconnu : bashrc =>    6. If your fellow teachers are not comfortable typing "sudo /usr/sbin/fl_teachertool" then add an alias in file .bashrc (notice it starts with a period) in the home directory of the people who will run the program. | bashrc
68 Mot inconnu : it =>    6. If your fellow teachers are not comfortable typing "sudo /usr/sbin/fl_teachertool" then add an alias in file .bashrc (notice it starts with a period) in the home directory of the people who will run the program. | it
68 Mot inconnu : starts =>    6. If your fellow teachers are not comfortable typing "sudo /usr/sbin/fl_teachertool" then add an alias in file .bashrc (notice it starts with a period) in the home directory of the people who will run the program. | starts
68 Mot inconnu : with =>    6. If your fellow teachers are not comfortable typing "sudo /usr/sbin/fl_teachertool" then add an alias in file .bashrc (notice it starts with a period) in the home directory of the people who will run the program. | with
68 Mot inconnu : period =>    6. If your fellow teachers are not comfortable typing "sudo /usr/sbin/fl_teachertool" then add an alias in file .bashrc (notice it starts with a period) in the home directory of the people who will run the program. | period
68 Mot inconnu : the =>    6. If your fellow teachers are not comfortable typing "sudo /usr/sbin/fl_teachertool" then add an alias in file .bashrc (notice it starts with a period) in the home directory of the people who will run the program. | the
68 Mot inconnu : directory =>    6. If your fellow teachers are not comfortable typing "sudo /usr/sbin/fl_teachertool" then add an alias in file .bashrc (notice it starts with a period) in the home directory of the people who will run the program. | directory
68 Mot inconnu : of =>    6. If your fellow teachers are not comfortable typing "sudo /usr/sbin/fl_teachertool" then add an alias in file .bashrc (notice it starts with a period) in the home directory of the people who will run the program. | of
68 Mot inconnu : the =>    6. If your fellow teachers are not comfortable typing "sudo /usr/sbin/fl_teachertool" then add an alias in file .bashrc (notice it starts with a period) in the home directory of the people who will run the program. | the
68 Mot inconnu : who =>    6. If your fellow teachers are not comfortable typing "sudo /usr/sbin/fl_teachertool" then add an alias in file .bashrc (notice it starts with a period) in the home directory of the people who will run the program. | who
68 Mot inconnu : will =>    6. If your fellow teachers are not comfortable typing "sudo /usr/sbin/fl_teachertool" then add an alias in file .bashrc (notice it starts with a period) in the home directory of the people who will run the program. | will
68 Mot inconnu : run =>    6. If your fellow teachers are not comfortable typing "sudo /usr/sbin/fl_teachertool" then add an alias in file .bashrc (notice it starts with a period) in the home directory of the people who will run the program. | run
68 Mot inconnu : the =>    6. If your fellow teachers are not comfortable typing "sudo /usr/sbin/fl_teachertool" then add an alias in file .bashrc (notice it starts with a period) in the home directory of the people who will run the program. | the
68 Mot inconnu : program =>    6. If your fellow teachers are not comfortable typing "sudo /usr/sbin/fl_teachertool" then add an alias in file .bashrc (notice it starts with a period) in the home directory of the people who will run the program. | program

69 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>       # User specific aliases and functions |        => suggestions : ['']
69 Mot inconnu : specific =>       # User specific aliases and functions | specific
69 Mot inconnu : aliases =>       # User specific aliases and functions | aliases
69 Mot inconnu : and =>       # User specific aliases and functions | and
69 Mot inconnu : functions =>       # User specific aliases and functions | functions

70 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>       alias teach='sudo /usr/local/sbin/fl_teachertool' |        => suggestions : ['']
70 Mot inconnu : teach =>       alias teach='sudo /usr/local/sbin/fl_teachertool' | teach
70 Mot inconnu : sudo =>       alias teach='sudo /usr/local/sbin/fl_teachertool' | sudo

71 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>       Then they only have to type teach or alternatively put a launcher icon with the command sudo /usr/local/sbin/fl_teachertool on their desktop. |        => suggestions : ['']
71 Mot inconnu : Then =>       Then they only have to type teach or alternatively put a launcher icon with the command sudo /usr/local/sbin/fl_teachertool on their desktop. | then
71 Mot inconnu : they =>       Then they only have to type teach or alternatively put a launcher icon with the command sudo /usr/local/sbin/fl_teachertool on their desktop. | they
71 Mot inconnu : only =>       Then they only have to type teach or alternatively put a launcher icon with the command sudo /usr/local/sbin/fl_teachertool on their desktop. | only
71 Mot inconnu : to =>       Then they only have to type teach or alternatively put a launcher icon with the command sudo /usr/local/sbin/fl_teachertool on their desktop. | to
71 Mot inconnu : teach =>       Then they only have to type teach or alternatively put a launcher icon with the command sudo /usr/local/sbin/fl_teachertool on their desktop. | teach
71 Mot inconnu : alternatively =>       Then they only have to type teach or alternatively put a launcher icon with the command sudo /usr/local/sbin/fl_teachertool on their desktop. | alternatively
71 Confusion probable : “a” est la conjugaison du verbe “avoir”. Pour la préposition, écrivez “à”. =>       Then they only have to type teach or alternatively put a launcher icon with the command sudo /usr/local/sbin/fl_teachertool on their desktop. | a => suggestions : ['à']
71 Mot inconnu : launcher =>       Then they only have to type teach or alternatively put a launcher icon with the command sudo /usr/local/sbin/fl_teachertool on their desktop. | launcher
71 Mot inconnu : icon =>       Then they only have to type teach or alternatively put a launcher icon with the command sudo /usr/local/sbin/fl_teachertool on their desktop. | icon
71 Mot inconnu : with =>       Then they only have to type teach or alternatively put a launcher icon with the command sudo /usr/local/sbin/fl_teachertool on their desktop. | with
71 Mot inconnu : the =>       Then they only have to type teach or alternatively put a launcher icon with the command sudo /usr/local/sbin/fl_teachertool on their desktop. | the
71 Mot inconnu : command =>       Then they only have to type teach or alternatively put a launcher icon with the command sudo /usr/local/sbin/fl_teachertool on their desktop. | command
71 Mot inconnu : sudo =>       Then they only have to type teach or alternatively put a launcher icon with the command sudo /usr/local/sbin/fl_teachertool on their desktop. | sudo
71 Mot inconnu : their =>       Then they only have to type teach or alternatively put a launcher icon with the command sudo /usr/local/sbin/fl_teachertool on their desktop. | their
71 Mot inconnu : desktop =>       Then they only have to type teach or alternatively put a launcher icon with the command sudo /usr/local/sbin/fl_teachertool on their desktop. | desktop

73 Mot inconnu : Hopefully => Hopefully I have not forgotten anything. | hopefully
73 Mot inconnu : not => Hopefully I have not forgotten anything. | not
73 Mot inconnu : forgotten => Hopefully I have not forgotten anything. | forgotten
73 Mot inconnu : anything => Hopefully I have not forgotten anything. | anything

74 Mot inconnu : fl_teachertool => Oh, fl_teachertool must be run as root | fl_teachertool
74 Mot inconnu : run => Oh, fl_teachertool must be run as root | run
74 Mot inconnu : root => Oh, fl_teachertool must be run as root | root

76 Mot inconnu : with => Be patient with this version as it runs slower than it did on k12ltsp. | with
76 Mot inconnu : this => Be patient with this version as it runs slower than it did on k12ltsp. | this
76 Mot inconnu : it => Be patient with this version as it runs slower than it did on k12ltsp. | it
76 Mot inconnu : runs => Be patient with this version as it runs slower than it did on k12ltsp. | runs
76 Mot inconnu : slower => Be patient with this version as it runs slower than it did on k12ltsp. | slower
76 Mot inconnu : than => Be patient with this version as it runs slower than it did on k12ltsp. | than
76 Mot inconnu : it => Be patient with this version as it runs slower than it did on k12ltsp. | it
76 Mot inconnu : did => Be patient with this version as it runs slower than it did on k12ltsp. | did
76 Mot inconnu : k12ltsp => Be patient with this version as it runs slower than it did on k12ltsp. | k12ltsp

78 Mot inconnu : also => I am also currently developing version 0.50. Enjoy. | also
78 Mot inconnu : currently => I am also currently developing version 0.50. Enjoy. | currently
78 Mot inconnu : developing => I am also currently developing version 0.50. Enjoy. | developing
78 Mot inconnu : Enjoy => I am also currently developing version 0.50. Enjoy. | enjoy
