5 Mot inconnu : FileZilla => ====== Client FTP : FileZilla ====== | filezilla
124 Guillemets typographiques ouvrants. => <note help>Si cryptkeeper ne se lance pas au démarrage d'Ubuntu, il suffit de l'ajouter dans la liste des applications au démarrage (sa commande est simplement ''cryptkeeper''). Une fois lancé, un trousseau de clés apparait parmi les icones de minimisation de la barre Ubuntu. | '' => suggestions : ['«\xa0', '“']
124 Mot inconnu : cryptkeeper => <note help>Si cryptkeeper ne se lance pas au démarrage d'Ubuntu, il suffit de l'ajouter dans la liste des applications au démarrage (sa commande est simplement ''cryptkeeper''). Une fois lancé, un trousseau de clés apparait parmi les icones de minimisation de la barre Ubuntu. | cryptkeeper
124 Guillemets typographiques fermants. => <note help>Si cryptkeeper ne se lance pas au démarrage d'Ubuntu, il suffit de l'ajouter dans la liste des applications au démarrage (sa commande est simplement ''cryptkeeper''). Une fois lancé, un trousseau de clés apparait parmi les icones de minimisation de la barre Ubuntu. | '' => suggestions : ['\xa0»', '”']
124 Mot inconnu : icones => <note help>Si cryptkeeper ne se lance pas au démarrage d'Ubuntu, il suffit de l'ajouter dans la liste des applications au démarrage (sa commande est simplement ''cryptkeeper''). Une fois lancé, un trousseau de clés apparait parmi les icones de minimisation de la barre Ubuntu. | icones

125 Mot inconnu : icone => Un simple clic gauche sur cette icone affiche la liste des répertoires chiffrés/déchiffrés et de quoi créer/importer des dossiers chiffrés.</note> | icone

127 Mot inconnu : FileZilla => Ensuite le petit souci qu'on pourra avoir, c'est évidemment de démarrer FileZilla avant d'avoir déchiffré le répertoire de configuration. __Résultat :__ FileZilla va créer un nouveau répertoire //~/.filezilla// et il faudra le supprimer à la main avant de déverrouiller notre répertoire chiffré (sinon cryptkeeper affichera un message disant que le répertoire cible existe déjà) et de relancer FileZilla. C'est ici que zenity nous sera utile. | filezilla
127 Mot inconnu : __Résultat => Ensuite le petit souci qu'on pourra avoir, c'est évidemment de démarrer FileZilla avant d'avoir déchiffré le répertoire de configuration. __Résultat :__ FileZilla va créer un nouveau répertoire //~/.filezilla// et il faudra le supprimer à la main avant de déverrouiller notre répertoire chiffré (sinon cryptkeeper affichera un message disant que le répertoire cible existe déjà) et de relancer FileZilla. C'est ici que zenity nous sera utile. | __résultat
127 Mot inconnu : __ => Ensuite le petit souci qu'on pourra avoir, c'est évidemment de démarrer FileZilla avant d'avoir déchiffré le répertoire de configuration. __Résultat :__ FileZilla va créer un nouveau répertoire //~/.filezilla// et il faudra le supprimer à la main avant de déverrouiller notre répertoire chiffré (sinon cryptkeeper affichera un message disant que le répertoire cible existe déjà) et de relancer FileZilla. C'est ici que zenity nous sera utile. | __
127 Mot inconnu : FileZilla => Ensuite le petit souci qu'on pourra avoir, c'est évidemment de démarrer FileZilla avant d'avoir déchiffré le répertoire de configuration. __Résultat :__ FileZilla va créer un nouveau répertoire //~/.filezilla// et il faudra le supprimer à la main avant de déverrouiller notre répertoire chiffré (sinon cryptkeeper affichera un message disant que le répertoire cible existe déjà) et de relancer FileZilla. C'est ici que zenity nous sera utile. | filezilla
127 Mot inconnu : filezilla => Ensuite le petit souci qu'on pourra avoir, c'est évidemment de démarrer FileZilla avant d'avoir déchiffré le répertoire de configuration. __Résultat :__ FileZilla va créer un nouveau répertoire //~/.filezilla// et il faudra le supprimer à la main avant de déverrouiller notre répertoire chiffré (sinon cryptkeeper affichera un message disant que le répertoire cible existe déjà) et de relancer FileZilla. C'est ici que zenity nous sera utile. | filezilla
127 Mot inconnu : cryptkeeper => Ensuite le petit souci qu'on pourra avoir, c'est évidemment de démarrer FileZilla avant d'avoir déchiffré le répertoire de configuration. __Résultat :__ FileZilla va créer un nouveau répertoire //~/.filezilla// et il faudra le supprimer à la main avant de déverrouiller notre répertoire chiffré (sinon cryptkeeper affichera un message disant que le répertoire cible existe déjà) et de relancer FileZilla. C'est ici que zenity nous sera utile. | cryptkeeper
127 Mot inconnu : FileZilla => Ensuite le petit souci qu'on pourra avoir, c'est évidemment de démarrer FileZilla avant d'avoir déchiffré le répertoire de configuration. __Résultat :__ FileZilla va créer un nouveau répertoire //~/.filezilla// et il faudra le supprimer à la main avant de déverrouiller notre répertoire chiffré (sinon cryptkeeper affichera un message disant que le répertoire cible existe déjà) et de relancer FileZilla. C'est ici que zenity nous sera utile. | filezilla
127 Mot inconnu : zenity => Ensuite le petit souci qu'on pourra avoir, c'est évidemment de démarrer FileZilla avant d'avoir déchiffré le répertoire de configuration. __Résultat :__ FileZilla va créer un nouveau répertoire //~/.filezilla// et il faudra le supprimer à la main avant de déverrouiller notre répertoire chiffré (sinon cryptkeeper affichera un message disant que le répertoire cible existe déjà) et de relancer FileZilla. C'est ici que zenity nous sera utile. | zenity

129 Mot inconnu : __Applications => **Ma petite solution**, c'est de modifier le raccourci dans la barre de raccourcis (et éventuellement le menu de Gnome __Applications > Internet > Filezilla__) comme suit. | __applications
129 Mot inconnu : Filezilla__ => **Ma petite solution**, c'est de modifier le raccourci dans la barre de raccourcis (et éventuellement le menu de Gnome __Applications > Internet > Filezilla__) comme suit. | filezilla__

131 Mot inconnu : filezilla_p => On crée un petit script que l'on appelle //.filezilla_p// et que l'on mettra dans notre répertoire personnel (sinon, adaptez les chemins dans la suite). Ensuite il suffit de remplacer la commande ''filezilla'' dans le raccourci par ''/home/USER/.filezilla_p'' (**USER** est à remplacer par votre nom d'utilisateur). | filezilla_p
131 Guillemets typographiques ouvrants. => On crée un petit script que l'on appelle //.filezilla_p// et que l'on mettra dans notre répertoire personnel (sinon, adaptez les chemins dans la suite). Ensuite il suffit de remplacer la commande ''filezilla'' dans le raccourci par ''/home/USER/.filezilla_p'' (**USER** est à remplacer par votre nom d'utilisateur). | '' => suggestions : ['«\xa0', '“']
131 Mot inconnu : filezilla => On crée un petit script que l'on appelle //.filezilla_p// et que l'on mettra dans notre répertoire personnel (sinon, adaptez les chemins dans la suite). Ensuite il suffit de remplacer la commande ''filezilla'' dans le raccourci par ''/home/USER/.filezilla_p'' (**USER** est à remplacer par votre nom d'utilisateur). | filezilla
131 Guillemets typographiques fermants. => On crée un petit script que l'on appelle //.filezilla_p// et que l'on mettra dans notre répertoire personnel (sinon, adaptez les chemins dans la suite). Ensuite il suffit de remplacer la commande ''filezilla'' dans le raccourci par ''/home/USER/.filezilla_p'' (**USER** est à remplacer par votre nom d'utilisateur). | '' => suggestions : ['\xa0»', '”']

137 Mot inconnu : FileZilla => Le tour est joué, si on lance FileZilla avec notre raccourci, une boite de dialogue bloquante s'affiche (avant le lancement même de FileZilla) et ainsi on peut déchiffrer notre répertoire //~/.filezilla// avec cryptkeeper si c'est pas déjà fait. Ensuite on clique sur Valider et FileZilla se lance. | filezilla
137 Mot inconnu : FileZilla => Le tour est joué, si on lance FileZilla avec notre raccourci, une boite de dialogue bloquante s'affiche (avant le lancement même de FileZilla) et ainsi on peut déchiffrer notre répertoire //~/.filezilla// avec cryptkeeper si c'est pas déjà fait. Ensuite on clique sur Valider et FileZilla se lance. | filezilla
137 Mot inconnu : filezilla => Le tour est joué, si on lance FileZilla avec notre raccourci, une boite de dialogue bloquante s'affiche (avant le lancement même de FileZilla) et ainsi on peut déchiffrer notre répertoire //~/.filezilla// avec cryptkeeper si c'est pas déjà fait. Ensuite on clique sur Valider et FileZilla se lance. | filezilla
137 Mot inconnu : cryptkeeper => Le tour est joué, si on lance FileZilla avec notre raccourci, une boite de dialogue bloquante s'affiche (avant le lancement même de FileZilla) et ainsi on peut déchiffrer notre répertoire //~/.filezilla// avec cryptkeeper si c'est pas déjà fait. Ensuite on clique sur Valider et FileZilla se lance. | cryptkeeper
137 Mot inconnu : FileZilla => Le tour est joué, si on lance FileZilla avec notre raccourci, une boite de dialogue bloquante s'affiche (avant le lancement même de FileZilla) et ainsi on peut déchiffrer notre répertoire //~/.filezilla// avec cryptkeeper si c'est pas déjà fait. Ensuite on clique sur Valider et FileZilla se lance. | filezilla

139 Mot inconnu : FileZilla => Après avoir fermé FileZilla, il faut rechiffrer le répertoire// ~/.filezilla// en le "démontant" avec cryptkeeper. | filezilla
139 Mot inconnu : rechiffrer => Après avoir fermé FileZilla, il faut rechiffrer le répertoire// ~/.filezilla// en le "démontant" avec cryptkeeper. | rechiffrer
139 Mot inconnu : filezilla => Après avoir fermé FileZilla, il faut rechiffrer le répertoire// ~/.filezilla// en le "démontant" avec cryptkeeper. | filezilla
139 Guillemets typographiques ouvrants. => Après avoir fermé FileZilla, il faut rechiffrer le répertoire// ~/.filezilla// en le "démontant" avec cryptkeeper. | " => suggestions : ['«\xa0', '“']
139 Guillemets typographiques fermants. => Après avoir fermé FileZilla, il faut rechiffrer le répertoire// ~/.filezilla// en le "démontant" avec cryptkeeper. | " => suggestions : ['\xa0»', '”']
139 Mot inconnu : cryptkeeper => Après avoir fermé FileZilla, il faut rechiffrer le répertoire// ~/.filezilla// en le "démontant" avec cryptkeeper. | cryptkeeper

142 Mot inconnu : VeraCrypt => ==== Méthode VeraCrypt ==== | veracrypt

144 Mot inconnu : VeraCrypt => VeraCrypt est un utilitaire gratuit disponible sur : https://veracrypt.codeplex.com/ \\ | veracrypt

149 Mot inconnu : filezilla => Nous utiliserons un volume chiffré dans lequel nous copierons le répertoire ~/.filezilla nécessaire. | filezilla

156 Mot inconnu : veracrypt => veracrypt --mount ~/Documents/FZ_volume_chiffré ~/.filezilla && filezilla | veracrypt
156 Mot inconnu : mount => veracrypt --mount ~/Documents/FZ_volume_chiffré ~/.filezilla && filezilla | mount
156 Mot inconnu : filezilla => veracrypt --mount ~/Documents/FZ_volume_chiffré ~/.filezilla && filezilla | filezilla
156 Mot inconnu : filezilla => veracrypt --mount ~/Documents/FZ_volume_chiffré ~/.filezilla && filezilla | filezilla

158 Mot inconnu : veracrypt => veracrypt --dismount ~/.filezilla/ | veracrypt
158 Mot inconnu : dismount => veracrypt --dismount ~/.filezilla/ | dismount
158 Mot inconnu : filezilla => veracrypt --dismount ~/.filezilla/ | filezilla

161 Mot inconnu : VeraCrypt => L'avantage de VeraCrypt est que, si vous avez créer votre volume chiffré avec mot de passe, VeraCrypt vous demandera celui-ci, ainsi que celui de votre compte administrateur, par le biais de fenêtres graphiques - si vous avez installé la version graphique, bien sûr. | veracrypt
161 Incohérence probable avec “avez” : “créer” n’est pas un participe passé. => L'avantage de VeraCrypt est que, si vous avez créer votre volume chiffré avec mot de passe, VeraCrypt vous demandera celui-ci, ainsi que celui de votre compte administrateur, par le biais de fenêtres graphiques - si vous avez installé la version graphique, bien sûr. | créer => suggestions : ['créé']
161 Mot inconnu : VeraCrypt => L'avantage de VeraCrypt est que, si vous avez créer votre volume chiffré avec mot de passe, VeraCrypt vous demandera celui-ci, ainsi que celui de votre compte administrateur, par le biais de fenêtres graphiques - si vous avez installé la version graphique, bien sûr. | veracrypt
161 Tiret d’incise : un tiret demi-cadratin [1] ou cadratin [2] est requis. (Ou éventuellement le signe “moins” [3], s’il s’agit d’une soustraction.) => L'avantage de VeraCrypt est que, si vous avez créer votre volume chiffré avec mot de passe, VeraCrypt vous demandera celui-ci, ainsi que celui de votre compte administrateur, par le biais de fenêtres graphiques - si vous avez installé la version graphique, bien sûr. |  -  => suggestions : [' – ', ' — ', ' − ']

163 Mot inconnu : FileZilla => Il ne reste plus qu'à modifier l'appel de FileZilla par l'appel du script ci-dessus ... | filezilla
163 Typographie : points de suspension. Utilisez le caractère dédié. => Il ne reste plus qu'à modifier l'appel de FileZilla par l'appel du script ci-dessus ... | ... => suggestions : ['…']

169 Guillemets typographiques ouvrants. => Démontez votre fichier chiffré s'il est monté. Lancez dans un terminal la commande ''filezilla'' simplement pour qu'il crée un répertoire ~/.filezilla/ de base. Fermez ensuite FileZilla. Maintenant si vous montez votre fichier chiffré comme étant ~/.filezilla/, cela ne pose aucun problème (à la différence de cryptkeeper) et si vous lancez à nouveau FileZilla, vos sites sont présents. Cette astuce nous permet de conserver un répertoire ~/.filezilla/ factice, dépourvu de toute information utile, qui devrait satisfaire les personnes ou logiciels malveillants. Je vous conseille de mettre un repère dans votre répertoire factice afin de voir en un coup d'oeil si ~/.filezilla/ est le répertoire factice ou le vrai (j'ai ajouté un fichier vide nommé FZ dans le répertoire factice). Vous pouvez même ajouter quelques sites bidons dans votre configuration factice afin de renforcer le sentiment de profonde satisfaction de votre adversaire. ^_^ | '' => suggestions : ['«\xa0', '“']
169 Mot inconnu : filezilla => Démontez votre fichier chiffré s'il est monté. Lancez dans un terminal la commande ''filezilla'' simplement pour qu'il crée un répertoire ~/.filezilla/ de base. Fermez ensuite FileZilla. Maintenant si vous montez votre fichier chiffré comme étant ~/.filezilla/, cela ne pose aucun problème (à la différence de cryptkeeper) et si vous lancez à nouveau FileZilla, vos sites sont présents. Cette astuce nous permet de conserver un répertoire ~/.filezilla/ factice, dépourvu de toute information utile, qui devrait satisfaire les personnes ou logiciels malveillants. Je vous conseille de mettre un repère dans votre répertoire factice afin de voir en un coup d'oeil si ~/.filezilla/ est le répertoire factice ou le vrai (j'ai ajouté un fichier vide nommé FZ dans le répertoire factice). Vous pouvez même ajouter quelques sites bidons dans votre configuration factice afin de renforcer le sentiment de profonde satisfaction de votre adversaire. ^_^ | filezilla
169 Guillemets typographiques fermants. => Démontez votre fichier chiffré s'il est monté. Lancez dans un terminal la commande ''filezilla'' simplement pour qu'il crée un répertoire ~/.filezilla/ de base. Fermez ensuite FileZilla. Maintenant si vous montez votre fichier chiffré comme étant ~/.filezilla/, cela ne pose aucun problème (à la différence de cryptkeeper) et si vous lancez à nouveau FileZilla, vos sites sont présents. Cette astuce nous permet de conserver un répertoire ~/.filezilla/ factice, dépourvu de toute information utile, qui devrait satisfaire les personnes ou logiciels malveillants. Je vous conseille de mettre un repère dans votre répertoire factice afin de voir en un coup d'oeil si ~/.filezilla/ est le répertoire factice ou le vrai (j'ai ajouté un fichier vide nommé FZ dans le répertoire factice). Vous pouvez même ajouter quelques sites bidons dans votre configuration factice afin de renforcer le sentiment de profonde satisfaction de votre adversaire. ^_^ | '' => suggestions : ['\xa0»', '”']
169 Mot inconnu : filezilla => Démontez votre fichier chiffré s'il est monté. Lancez dans un terminal la commande ''filezilla'' simplement pour qu'il crée un répertoire ~/.filezilla/ de base. Fermez ensuite FileZilla. Maintenant si vous montez votre fichier chiffré comme étant ~/.filezilla/, cela ne pose aucun problème (à la différence de cryptkeeper) et si vous lancez à nouveau FileZilla, vos sites sont présents. Cette astuce nous permet de conserver un répertoire ~/.filezilla/ factice, dépourvu de toute information utile, qui devrait satisfaire les personnes ou logiciels malveillants. Je vous conseille de mettre un repère dans votre répertoire factice afin de voir en un coup d'oeil si ~/.filezilla/ est le répertoire factice ou le vrai (j'ai ajouté un fichier vide nommé FZ dans le répertoire factice). Vous pouvez même ajouter quelques sites bidons dans votre configuration factice afin de renforcer le sentiment de profonde satisfaction de votre adversaire. ^_^ | filezilla
169 Mot inconnu : FileZilla => Démontez votre fichier chiffré s'il est monté. Lancez dans un terminal la commande ''filezilla'' simplement pour qu'il crée un répertoire ~/.filezilla/ de base. Fermez ensuite FileZilla. Maintenant si vous montez votre fichier chiffré comme étant ~/.filezilla/, cela ne pose aucun problème (à la différence de cryptkeeper) et si vous lancez à nouveau FileZilla, vos sites sont présents. Cette astuce nous permet de conserver un répertoire ~/.filezilla/ factice, dépourvu de toute information utile, qui devrait satisfaire les personnes ou logiciels malveillants. Je vous conseille de mettre un repère dans votre répertoire factice afin de voir en un coup d'oeil si ~/.filezilla/ est le répertoire factice ou le vrai (j'ai ajouté un fichier vide nommé FZ dans le répertoire factice). Vous pouvez même ajouter quelques sites bidons dans votre configuration factice afin de renforcer le sentiment de profonde satisfaction de votre adversaire. ^_^ | filezilla
169 Mot inconnu : filezilla => Démontez votre fichier chiffré s'il est monté. Lancez dans un terminal la commande ''filezilla'' simplement pour qu'il crée un répertoire ~/.filezilla/ de base. Fermez ensuite FileZilla. Maintenant si vous montez votre fichier chiffré comme étant ~/.filezilla/, cela ne pose aucun problème (à la différence de cryptkeeper) et si vous lancez à nouveau FileZilla, vos sites sont présents. Cette astuce nous permet de conserver un répertoire ~/.filezilla/ factice, dépourvu de toute information utile, qui devrait satisfaire les personnes ou logiciels malveillants. Je vous conseille de mettre un repère dans votre répertoire factice afin de voir en un coup d'oeil si ~/.filezilla/ est le répertoire factice ou le vrai (j'ai ajouté un fichier vide nommé FZ dans le répertoire factice). Vous pouvez même ajouter quelques sites bidons dans votre configuration factice afin de renforcer le sentiment de profonde satisfaction de votre adversaire. ^_^ | filezilla
169 Mot inconnu : cryptkeeper => Démontez votre fichier chiffré s'il est monté. Lancez dans un terminal la commande ''filezilla'' simplement pour qu'il crée un répertoire ~/.filezilla/ de base. Fermez ensuite FileZilla. Maintenant si vous montez votre fichier chiffré comme étant ~/.filezilla/, cela ne pose aucun problème (à la différence de cryptkeeper) et si vous lancez à nouveau FileZilla, vos sites sont présents. Cette astuce nous permet de conserver un répertoire ~/.filezilla/ factice, dépourvu de toute information utile, qui devrait satisfaire les personnes ou logiciels malveillants. Je vous conseille de mettre un repère dans votre répertoire factice afin de voir en un coup d'oeil si ~/.filezilla/ est le répertoire factice ou le vrai (j'ai ajouté un fichier vide nommé FZ dans le répertoire factice). Vous pouvez même ajouter quelques sites bidons dans votre configuration factice afin de renforcer le sentiment de profonde satisfaction de votre adversaire. ^_^ | cryptkeeper
169 Mot inconnu : FileZilla => Démontez votre fichier chiffré s'il est monté. Lancez dans un terminal la commande ''filezilla'' simplement pour qu'il crée un répertoire ~/.filezilla/ de base. Fermez ensuite FileZilla. Maintenant si vous montez votre fichier chiffré comme étant ~/.filezilla/, cela ne pose aucun problème (à la différence de cryptkeeper) et si vous lancez à nouveau FileZilla, vos sites sont présents. Cette astuce nous permet de conserver un répertoire ~/.filezilla/ factice, dépourvu de toute information utile, qui devrait satisfaire les personnes ou logiciels malveillants. Je vous conseille de mettre un repère dans votre répertoire factice afin de voir en un coup d'oeil si ~/.filezilla/ est le répertoire factice ou le vrai (j'ai ajouté un fichier vide nommé FZ dans le répertoire factice). Vous pouvez même ajouter quelques sites bidons dans votre configuration factice afin de renforcer le sentiment de profonde satisfaction de votre adversaire. ^_^ | filezilla
169 Mot inconnu : filezilla => Démontez votre fichier chiffré s'il est monté. Lancez dans un terminal la commande ''filezilla'' simplement pour qu'il crée un répertoire ~/.filezilla/ de base. Fermez ensuite FileZilla. Maintenant si vous montez votre fichier chiffré comme étant ~/.filezilla/, cela ne pose aucun problème (à la différence de cryptkeeper) et si vous lancez à nouveau FileZilla, vos sites sont présents. Cette astuce nous permet de conserver un répertoire ~/.filezilla/ factice, dépourvu de toute information utile, qui devrait satisfaire les personnes ou logiciels malveillants. Je vous conseille de mettre un repère dans votre répertoire factice afin de voir en un coup d'oeil si ~/.filezilla/ est le répertoire factice ou le vrai (j'ai ajouté un fichier vide nommé FZ dans le répertoire factice). Vous pouvez même ajouter quelques sites bidons dans votre configuration factice afin de renforcer le sentiment de profonde satisfaction de votre adversaire. ^_^ | filezilla
169 Mot inconnu : oeil => Démontez votre fichier chiffré s'il est monté. Lancez dans un terminal la commande ''filezilla'' simplement pour qu'il crée un répertoire ~/.filezilla/ de base. Fermez ensuite FileZilla. Maintenant si vous montez votre fichier chiffré comme étant ~/.filezilla/, cela ne pose aucun problème (à la différence de cryptkeeper) et si vous lancez à nouveau FileZilla, vos sites sont présents. Cette astuce nous permet de conserver un répertoire ~/.filezilla/ factice, dépourvu de toute information utile, qui devrait satisfaire les personnes ou logiciels malveillants. Je vous conseille de mettre un repère dans votre répertoire factice afin de voir en un coup d'oeil si ~/.filezilla/ est le répertoire factice ou le vrai (j'ai ajouté un fichier vide nommé FZ dans le répertoire factice). Vous pouvez même ajouter quelques sites bidons dans votre configuration factice afin de renforcer le sentiment de profonde satisfaction de votre adversaire. ^_^ | oeil
169 Mot inconnu : filezilla => Démontez votre fichier chiffré s'il est monté. Lancez dans un terminal la commande ''filezilla'' simplement pour qu'il crée un répertoire ~/.filezilla/ de base. Fermez ensuite FileZilla. Maintenant si vous montez votre fichier chiffré comme étant ~/.filezilla/, cela ne pose aucun problème (à la différence de cryptkeeper) et si vous lancez à nouveau FileZilla, vos sites sont présents. Cette astuce nous permet de conserver un répertoire ~/.filezilla/ factice, dépourvu de toute information utile, qui devrait satisfaire les personnes ou logiciels malveillants. Je vous conseille de mettre un repère dans votre répertoire factice afin de voir en un coup d'oeil si ~/.filezilla/ est le répertoire factice ou le vrai (j'ai ajouté un fichier vide nommé FZ dans le répertoire factice). Vous pouvez même ajouter quelques sites bidons dans votre configuration factice afin de renforcer le sentiment de profonde satisfaction de votre adversaire. ^_^ | filezilla
169 Mot inconnu : FZ => Démontez votre fichier chiffré s'il est monté. Lancez dans un terminal la commande ''filezilla'' simplement pour qu'il crée un répertoire ~/.filezilla/ de base. Fermez ensuite FileZilla. Maintenant si vous montez votre fichier chiffré comme étant ~/.filezilla/, cela ne pose aucun problème (à la différence de cryptkeeper) et si vous lancez à nouveau FileZilla, vos sites sont présents. Cette astuce nous permet de conserver un répertoire ~/.filezilla/ factice, dépourvu de toute information utile, qui devrait satisfaire les personnes ou logiciels malveillants. Je vous conseille de mettre un repère dans votre répertoire factice afin de voir en un coup d'oeil si ~/.filezilla/ est le répertoire factice ou le vrai (j'ai ajouté un fichier vide nommé FZ dans le répertoire factice). Vous pouvez même ajouter quelques sites bidons dans votre configuration factice afin de renforcer le sentiment de profonde satisfaction de votre adversaire. ^_^ | fz

172 Mot inconnu : Filezilla => ==== Filezilla ne se lance pas ==== | filezilla

173 Mot inconnu : Filezilla => Filezilla ne se lance pas parce qu'il liste tous les disques montés, il suffit juste de démonter tous les disques à part le disque du système d'exploitation. | filezilla

174 Mot inconnu : nautilus => La méthode est assez simple, dans nautilus, clic droit sur la flèche à côté du disque dur et puis le tour est joué. | nautilus

178 Mot inconnu : filezilla => Les fichiers de configuration sont dans le dossier **.config/filezilla** de votre **Dossier personnel**. | filezilla
179 Mot inconnu : FileZilla => <note tip> Dans la version snap de FileZilla (beta) ces fichiers se trouvent  dans : ./snap/filezilla/17/.config/filezilla/ </note> | filezilla
179 Mot inconnu : beta => <note tip> Dans la version snap de FileZilla (beta) ces fichiers se trouvent  dans : ./snap/filezilla/17/.config/filezilla/ </note> | beta
179 Espace(s) surnuméraire(s) à supprimer. => <note tip> Dans la version snap de FileZilla (beta) ces fichiers se trouvent  dans : ./snap/filezilla/17/.config/filezilla/ </note> |    => suggestions : [' ']
179 Mot inconnu : filezilla => <note tip> Dans la version snap de FileZilla (beta) ces fichiers se trouvent  dans : ./snap/filezilla/17/.config/filezilla/ </note> | filezilla
179 Mot inconnu : filezilla => <note tip> Dans la version snap de FileZilla (beta) ces fichiers se trouvent  dans : ./snap/filezilla/17/.config/filezilla/ </note> | filezilla

180 Guillemets typographiques ouvrants. => Vous y trouverez le fichier ''filezilla.xml'' qui contient la configuration mais ne contient plus d'informations de serveurs ftp !\\ | '' => suggestions : ['«\xa0', '“']
180 Mot inconnu : filezilla => Vous y trouverez le fichier ''filezilla.xml'' qui contient la configuration mais ne contient plus d'informations de serveurs ftp !\\ | filezilla
180 Mot inconnu : xml => Vous y trouverez le fichier ''filezilla.xml'' qui contient la configuration mais ne contient plus d'informations de serveurs ftp !\\ | xml
180 Guillemets typographiques fermants. => Vous y trouverez le fichier ''filezilla.xml'' qui contient la configuration mais ne contient plus d'informations de serveurs ftp !\\ | '' => suggestions : ['\xa0»', '”']

181 Guillemets typographiques ouvrants. => C'est le fichier ''sitemanager.xml'' qui contient la liste de vos serveurs. Si vous migrez depuis une machine sous Windows, cela correspond au fichier ''recentservers.xml'' qui sont dans //users/votre_compte_utilisateurAppData/Roaming/FileZilla/ // \\ | '' => suggestions : ['«\xa0', '“']
181 Mot inconnu : sitemanager => C'est le fichier ''sitemanager.xml'' qui contient la liste de vos serveurs. Si vous migrez depuis une machine sous Windows, cela correspond au fichier ''recentservers.xml'' qui sont dans //users/votre_compte_utilisateurAppData/Roaming/FileZilla/ // \\ | sitemanager
181 Mot inconnu : xml => C'est le fichier ''sitemanager.xml'' qui contient la liste de vos serveurs. Si vous migrez depuis une machine sous Windows, cela correspond au fichier ''recentservers.xml'' qui sont dans //users/votre_compte_utilisateurAppData/Roaming/FileZilla/ // \\ | xml
181 Guillemets typographiques fermants. => C'est le fichier ''sitemanager.xml'' qui contient la liste de vos serveurs. Si vous migrez depuis une machine sous Windows, cela correspond au fichier ''recentservers.xml'' qui sont dans //users/votre_compte_utilisateurAppData/Roaming/FileZilla/ // \\ | '' => suggestions : ['\xa0»', '”']
181 Guillemets typographiques ouvrants. => C'est le fichier ''sitemanager.xml'' qui contient la liste de vos serveurs. Si vous migrez depuis une machine sous Windows, cela correspond au fichier ''recentservers.xml'' qui sont dans //users/votre_compte_utilisateurAppData/Roaming/FileZilla/ // \\ | '' => suggestions : ['«\xa0', '“']
181 Mot inconnu : recentservers => C'est le fichier ''sitemanager.xml'' qui contient la liste de vos serveurs. Si vous migrez depuis une machine sous Windows, cela correspond au fichier ''recentservers.xml'' qui sont dans //users/votre_compte_utilisateurAppData/Roaming/FileZilla/ // \\ | recentservers
181 Mot inconnu : xml => C'est le fichier ''sitemanager.xml'' qui contient la liste de vos serveurs. Si vous migrez depuis une machine sous Windows, cela correspond au fichier ''recentservers.xml'' qui sont dans //users/votre_compte_utilisateurAppData/Roaming/FileZilla/ // \\ | xml
181 Guillemets typographiques fermants. => C'est le fichier ''sitemanager.xml'' qui contient la liste de vos serveurs. Si vous migrez depuis une machine sous Windows, cela correspond au fichier ''recentservers.xml'' qui sont dans //users/votre_compte_utilisateurAppData/Roaming/FileZilla/ // \\ | '' => suggestions : ['\xa0»', '”']
181 Mot inconnu : users => C'est le fichier ''sitemanager.xml'' qui contient la liste de vos serveurs. Si vous migrez depuis une machine sous Windows, cela correspond au fichier ''recentservers.xml'' qui sont dans //users/votre_compte_utilisateurAppData/Roaming/FileZilla/ // \\ | users
181 Mot inconnu : votre_compte_utilisateurAppData => C'est le fichier ''sitemanager.xml'' qui contient la liste de vos serveurs. Si vous migrez depuis une machine sous Windows, cela correspond au fichier ''recentservers.xml'' qui sont dans //users/votre_compte_utilisateurAppData/Roaming/FileZilla/ // \\ | votre_compte_utilisateurappdata
181 Mot inconnu : Roaming => C'est le fichier ''sitemanager.xml'' qui contient la liste de vos serveurs. Si vous migrez depuis une machine sous Windows, cela correspond au fichier ''recentservers.xml'' qui sont dans //users/votre_compte_utilisateurAppData/Roaming/FileZilla/ // \\ | roaming
181 Mot inconnu : FileZilla => C'est le fichier ''sitemanager.xml'' qui contient la liste de vos serveurs. Si vous migrez depuis une machine sous Windows, cela correspond au fichier ''recentservers.xml'' qui sont dans //users/votre_compte_utilisateurAppData/Roaming/FileZilla/ // \\ | filezilla

182 Mot inconnu : platform => Hormis la seconde ligne qui contient //platform="*nix"// ou //"windows"//, le reste est identique à ceci près que la version unix/linux contient des lignes supplémentaires : | platform
182 Guillemets typographiques fermants. => Hormis la seconde ligne qui contient //platform="*nix"// ou //"windows"//, le reste est identique à ceci près que la version unix/linux contient des lignes supplémentaires : | " => suggestions : ['\xa0»', '”']
182 Guillemets typographiques ouvrants. => Hormis la seconde ligne qui contient //platform="*nix"// ou //"windows"//, le reste est identique à ceci près que la version unix/linux contient des lignes supplémentaires : | " => suggestions : ['«\xa0', '“']
182 Guillemets typographiques fermants. => Hormis la seconde ligne qui contient //platform="*nix"// ou //"windows"//, le reste est identique à ceci près que la version unix/linux contient des lignes supplémentaires : | " => suggestions : ['\xa0»', '”']
182 Mot inconnu : unix => Hormis la seconde ligne qui contient //platform="*nix"// ou //"windows"//, le reste est identique à ceci près que la version unix/linux contient des lignes supplémentaires : | unix
