
6 Mot inconnu : Deluge => ====== Deluge ====== | deluge
124 Pas d’espace avant ce signe. => if [ -z "$DELUGED_USER" ] |  ] => suggestions : [']']

125 Mot inconnu : then => then | then

126 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>     log_warning_msg "Not starting $PKGNAME, DELUGED_USER not set in /etc/default/$PKGNAME." |      => suggestions : ['']
126 Mot inconnu : log_warning_msg =>     log_warning_msg "Not starting $PKGNAME, DELUGED_USER not set in /etc/default/$PKGNAME." | log_warning_msg
126 Guillemets typographiques ouvrants. =>     log_warning_msg "Not starting $PKGNAME, DELUGED_USER not set in /etc/default/$PKGNAME." | " => suggestions : ['«\xa0', '“']
126 Mot inconnu : Not =>     log_warning_msg "Not starting $PKGNAME, DELUGED_USER not set in /etc/default/$PKGNAME." | not
126 Mot inconnu : starting =>     log_warning_msg "Not starting $PKGNAME, DELUGED_USER not set in /etc/default/$PKGNAME." | starting
126 Mot inconnu : PKGNAME =>     log_warning_msg "Not starting $PKGNAME, DELUGED_USER not set in /etc/default/$PKGNAME." | pkgname
126 Mot inconnu : DELUGED_USER =>     log_warning_msg "Not starting $PKGNAME, DELUGED_USER not set in /etc/default/$PKGNAME." | deluged_user
126 Mot inconnu : not =>     log_warning_msg "Not starting $PKGNAME, DELUGED_USER not set in /etc/default/$PKGNAME." | not
126 Mot inconnu : PKGNAME =>     log_warning_msg "Not starting $PKGNAME, DELUGED_USER not set in /etc/default/$PKGNAME." | pkgname
126 Guillemets typographiques fermants. =>     log_warning_msg "Not starting $PKGNAME, DELUGED_USER not set in /etc/default/$PKGNAME." | " => suggestions : ['\xa0»', '”']

127 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>     exit 0 |      => suggestions : ['']

129 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   |   => suggestions : ['']

131 Mot inconnu : Function => # Function that starts the daemon/service | function
131 Mot inconnu : that => # Function that starts the daemon/service | that
131 Mot inconnu : starts => # Function that starts the daemon/service | starts
131 Mot inconnu : the => # Function that starts the daemon/service | the
131 Mot inconnu : daemon => # Function that starts the daemon/service | daemon

133 Mot inconnu : do_start => do_start() | do_start

135 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>    # Return |     => suggestions : ['']
135 Mot inconnu : Return =>    # Return | return

136 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>    #   0 if daemon has been started |     => suggestions : ['']
136 Mot inconnu : daemon =>    #   0 if daemon has been started | daemon
136 Mot inconnu : has =>    #   0 if daemon has been started | has
136 Mot inconnu : been =>    #   0 if daemon has been started | been
136 Mot inconnu : started =>    #   0 if daemon has been started | started

137 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>    #   1 if daemon was already running |     => suggestions : ['']
137 Mot inconnu : daemon =>    #   1 if daemon was already running | daemon
137 Mot inconnu : was =>    #   1 if daemon was already running | was
137 Mot inconnu : already =>    #   1 if daemon was already running | already

138 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>    #   2 if daemon could not be started |     => suggestions : ['']
138 Accord de nombre erroné avec « 2 » : « if » devrait être au pluriel. =>    #   2 if daemon could not be started | if => suggestions : ['ifs']
138 Mot inconnu : daemon =>    #   2 if daemon could not be started | daemon
138 Mot inconnu : could =>    #   2 if daemon could not be started | could
138 Mot inconnu : not =>    #   2 if daemon could not be started | not
138 Mot inconnu : started =>    #   2 if daemon could not be started | started

139 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>    start-stop-daemon --start --background --quiet --pidfile $PIDFILE1 --exec $DAEMON1 \ |     => suggestions : ['']
139 Mot inconnu : start-stop-daemon =>    start-stop-daemon --start --background --quiet --pidfile $PIDFILE1 --exec $DAEMON1 \ | start-stop-daemon
139 Mot inconnu : start =>    start-stop-daemon --start --background --quiet --pidfile $PIDFILE1 --exec $DAEMON1 \ | start
139 Mot inconnu : pidfile =>    start-stop-daemon --start --background --quiet --pidfile $PIDFILE1 --exec $DAEMON1 \ | pidfile
139 Mot inconnu : PIDFILE1 =>    start-stop-daemon --start --background --quiet --pidfile $PIDFILE1 --exec $DAEMON1 \ | pidfile1
139 Mot inconnu : exec =>    start-stop-daemon --start --background --quiet --pidfile $PIDFILE1 --exec $DAEMON1 \ | exec
139 Mot inconnu : DAEMON1 =>    start-stop-daemon --start --background --quiet --pidfile $PIDFILE1 --exec $DAEMON1 \ | daemon1

140 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>       --chuid $DELUGED_USER --user $DELUGED_USER --test > /dev/null |        => suggestions : ['']
140 Mot inconnu : chuid =>       --chuid $DELUGED_USER --user $DELUGED_USER --test > /dev/null | chuid
140 Mot inconnu : DELUGED_USER =>       --chuid $DELUGED_USER --user $DELUGED_USER --test > /dev/null | deluged_user
140 Mot inconnu : DELUGED_USER =>       --chuid $DELUGED_USER --user $DELUGED_USER --test > /dev/null | deluged_user

141 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>    RETVAL1="$?" |     => suggestions : ['']
141 Mot inconnu : RETVAL1 =>    RETVAL1="$?" | retval1
141 Guillemets typographiques fermants. =>    RETVAL1="$?" | " => suggestions : ['\xa0»', '”']

142 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>    start-stop-daemon --start --background --quiet --pidfile $PIDFILE2 --exec $DAEMON2 \ |     => suggestions : ['']
142 Mot inconnu : start-stop-daemon =>    start-stop-daemon --start --background --quiet --pidfile $PIDFILE2 --exec $DAEMON2 \ | start-stop-daemon
142 Mot inconnu : start =>    start-stop-daemon --start --background --quiet --pidfile $PIDFILE2 --exec $DAEMON2 \ | start
142 Mot inconnu : pidfile =>    start-stop-daemon --start --background --quiet --pidfile $PIDFILE2 --exec $DAEMON2 \ | pidfile
142 Mot inconnu : PIDFILE2 =>    start-stop-daemon --start --background --quiet --pidfile $PIDFILE2 --exec $DAEMON2 \ | pidfile2
142 Mot inconnu : exec =>    start-stop-daemon --start --background --quiet --pidfile $PIDFILE2 --exec $DAEMON2 \ | exec
142 Mot inconnu : DAEMON2 =>    start-stop-daemon --start --background --quiet --pidfile $PIDFILE2 --exec $DAEMON2 \ | daemon2

143 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>       --chuid $DELUGED_USER --user $DELUGED_USER --test > /dev/null |        => suggestions : ['']
143 Mot inconnu : chuid =>       --chuid $DELUGED_USER --user $DELUGED_USER --test > /dev/null | chuid
143 Mot inconnu : DELUGED_USER =>       --chuid $DELUGED_USER --user $DELUGED_USER --test > /dev/null | deluged_user
143 Mot inconnu : DELUGED_USER =>       --chuid $DELUGED_USER --user $DELUGED_USER --test > /dev/null | deluged_user

144 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>    RETVAL2="$?" |     => suggestions : ['']
144 Mot inconnu : RETVAL2 =>    RETVAL2="$?" | retval2
144 Guillemets typographiques fermants. =>    RETVAL2="$?" | " => suggestions : ['\xa0»', '”']

145 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>    [ "$RETVAL1" = "0" -a "$RETVAL2" = "0" ] || return 1 |     => suggestions : ['']
145 Pas d’espace après ce signe. =>    [ "$RETVAL1" = "0" -a "$RETVAL2" = "0" ] || return 1 | [  => suggestions : ['[']
145 Mot inconnu : RETVAL1 =>    [ "$RETVAL1" = "0" -a "$RETVAL2" = "0" ] || return 1 | retval1
145 Guillemets typographiques fermants. =>    [ "$RETVAL1" = "0" -a "$RETVAL2" = "0" ] || return 1 | " => suggestions : ['\xa0»', '”']
145 Guillemets typographiques ouvrants. =>    [ "$RETVAL1" = "0" -a "$RETVAL2" = "0" ] || return 1 | " => suggestions : ['«\xa0', '“']
145 Guillemets typographiques fermants. =>    [ "$RETVAL1" = "0" -a "$RETVAL2" = "0" ] || return 1 | " => suggestions : ['\xa0»', '”']
145 Mot inconnu : RETVAL2 =>    [ "$RETVAL1" = "0" -a "$RETVAL2" = "0" ] || return 1 | retval2
145 Guillemets typographiques fermants. =>    [ "$RETVAL1" = "0" -a "$RETVAL2" = "0" ] || return 1 | " => suggestions : ['\xa0»', '”']
145 Guillemets typographiques ouvrants. =>    [ "$RETVAL1" = "0" -a "$RETVAL2" = "0" ] || return 1 | " => suggestions : ['«\xa0', '“']
145 Guillemets typographiques fermants. =>    [ "$RETVAL1" = "0" -a "$RETVAL2" = "0" ] || return 1 | " => suggestions : ['\xa0»', '”']
145 Pas d’espace avant ce signe. =>    [ "$RETVAL1" = "0" -a "$RETVAL2" = "0" ] || return 1 |  ] => suggestions : [']']
145 Mot inconnu : return =>    [ "$RETVAL1" = "0" -a "$RETVAL2" = "0" ] || return 1 | return

146 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   |   => suggestions : ['']

147 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>    start-stop-daemon --start --background --quiet --pidfile $PIDFILE1 --make-pidfile --exec $DAEMON1 \ |     => suggestions : ['']
147 Mot inconnu : start-stop-daemon =>    start-stop-daemon --start --background --quiet --pidfile $PIDFILE1 --make-pidfile --exec $DAEMON1 \ | start-stop-daemon
147 Mot inconnu : start =>    start-stop-daemon --start --background --quiet --pidfile $PIDFILE1 --make-pidfile --exec $DAEMON1 \ | start
147 Mot inconnu : pidfile =>    start-stop-daemon --start --background --quiet --pidfile $PIDFILE1 --make-pidfile --exec $DAEMON1 \ | pidfile
147 Mot inconnu : PIDFILE1 =>    start-stop-daemon --start --background --quiet --pidfile $PIDFILE1 --make-pidfile --exec $DAEMON1 \ | pidfile1
147 Mot inconnu : make-pidfile =>    start-stop-daemon --start --background --quiet --pidfile $PIDFILE1 --make-pidfile --exec $DAEMON1 \ | make-pidfile
147 Mot inconnu : exec =>    start-stop-daemon --start --background --quiet --pidfile $PIDFILE1 --make-pidfile --exec $DAEMON1 \ | exec
147 Mot inconnu : DAEMON1 =>    start-stop-daemon --start --background --quiet --pidfile $PIDFILE1 --make-pidfile --exec $DAEMON1 \ | daemon1

148 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>       --chuid $DELUGED_USER --user $DELUGED_USER -- $DAEMON1_ARGS |        => suggestions : ['']
148 Mot inconnu : chuid =>       --chuid $DELUGED_USER --user $DELUGED_USER -- $DAEMON1_ARGS | chuid
148 Mot inconnu : DELUGED_USER =>       --chuid $DELUGED_USER --user $DELUGED_USER -- $DAEMON1_ARGS | deluged_user
148 Mot inconnu : DELUGED_USER =>       --chuid $DELUGED_USER --user $DELUGED_USER -- $DAEMON1_ARGS | deluged_user
148 Mot inconnu : DAEMON1_ARGS =>       --chuid $DELUGED_USER --user $DELUGED_USER -- $DAEMON1_ARGS | daemon1_args

149 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>    RETVAL1="$?" |     => suggestions : ['']
149 Mot inconnu : RETVAL1 =>    RETVAL1="$?" | retval1
149 Guillemets typographiques fermants. =>    RETVAL1="$?" | " => suggestions : ['\xa0»', '”']

150 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>         sleep 2 |          => suggestions : ['']
150 Mot inconnu : sleep =>         sleep 2 | sleep

151 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>    start-stop-daemon --start --background --quiet --pidfile $PIDFILE2 --make-pidfile --exec $DAEMON2 \ |     => suggestions : ['']
151 Mot inconnu : start-stop-daemon =>    start-stop-daemon --start --background --quiet --pidfile $PIDFILE2 --make-pidfile --exec $DAEMON2 \ | start-stop-daemon
151 Mot inconnu : start =>    start-stop-daemon --start --background --quiet --pidfile $PIDFILE2 --make-pidfile --exec $DAEMON2 \ | start
151 Mot inconnu : pidfile =>    start-stop-daemon --start --background --quiet --pidfile $PIDFILE2 --make-pidfile --exec $DAEMON2 \ | pidfile
151 Mot inconnu : PIDFILE2 =>    start-stop-daemon --start --background --quiet --pidfile $PIDFILE2 --make-pidfile --exec $DAEMON2 \ | pidfile2
151 Mot inconnu : make-pidfile =>    start-stop-daemon --start --background --quiet --pidfile $PIDFILE2 --make-pidfile --exec $DAEMON2 \ | make-pidfile
151 Mot inconnu : exec =>    start-stop-daemon --start --background --quiet --pidfile $PIDFILE2 --make-pidfile --exec $DAEMON2 \ | exec
151 Mot inconnu : DAEMON2 =>    start-stop-daemon --start --background --quiet --pidfile $PIDFILE2 --make-pidfile --exec $DAEMON2 \ | daemon2

152 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>       --chuid $DELUGED_USER --user $DELUGED_USER -- $DAEMON2_ARGS |        => suggestions : ['']
152 Mot inconnu : chuid =>       --chuid $DELUGED_USER --user $DELUGED_USER -- $DAEMON2_ARGS | chuid
152 Mot inconnu : DELUGED_USER =>       --chuid $DELUGED_USER --user $DELUGED_USER -- $DAEMON2_ARGS | deluged_user
152 Mot inconnu : DELUGED_USER =>       --chuid $DELUGED_USER --user $DELUGED_USER -- $DAEMON2_ARGS | deluged_user
152 Mot inconnu : DAEMON2_ARGS =>       --chuid $DELUGED_USER --user $DELUGED_USER -- $DAEMON2_ARGS | daemon2_args

153 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>    RETVAL2="$?" |     => suggestions : ['']
153 Mot inconnu : RETVAL2 =>    RETVAL2="$?" | retval2
153 Guillemets typographiques fermants. =>    RETVAL2="$?" | " => suggestions : ['\xa0»', '”']

154 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>    [ "$RETVAL1" = "0" -a "$RETVAL2" = "0" ] || return 2 |     => suggestions : ['']
154 Pas d’espace après ce signe. =>    [ "$RETVAL1" = "0" -a "$RETVAL2" = "0" ] || return 2 | [  => suggestions : ['[']
154 Mot inconnu : RETVAL1 =>    [ "$RETVAL1" = "0" -a "$RETVAL2" = "0" ] || return 2 | retval1
154 Guillemets typographiques fermants. =>    [ "$RETVAL1" = "0" -a "$RETVAL2" = "0" ] || return 2 | " => suggestions : ['\xa0»', '”']
154 Guillemets typographiques ouvrants. =>    [ "$RETVAL1" = "0" -a "$RETVAL2" = "0" ] || return 2 | " => suggestions : ['«\xa0', '“']
154 Guillemets typographiques fermants. =>    [ "$RETVAL1" = "0" -a "$RETVAL2" = "0" ] || return 2 | " => suggestions : ['\xa0»', '”']
154 Mot inconnu : RETVAL2 =>    [ "$RETVAL1" = "0" -a "$RETVAL2" = "0" ] || return 2 | retval2
154 Guillemets typographiques fermants. =>    [ "$RETVAL1" = "0" -a "$RETVAL2" = "0" ] || return 2 | " => suggestions : ['\xa0»', '”']
154 Guillemets typographiques ouvrants. =>    [ "$RETVAL1" = "0" -a "$RETVAL2" = "0" ] || return 2 | " => suggestions : ['«\xa0', '“']
154 Guillemets typographiques fermants. =>    [ "$RETVAL1" = "0" -a "$RETVAL2" = "0" ] || return 2 | " => suggestions : ['\xa0»', '”']
154 Pas d’espace avant ce signe. =>    [ "$RETVAL1" = "0" -a "$RETVAL2" = "0" ] || return 2 |  ] => suggestions : [']']
154 Mot inconnu : return =>    [ "$RETVAL1" = "0" -a "$RETVAL2" = "0" ] || return 2 | return

156 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   |   => suggestions : ['']

158 Mot inconnu : Function => # Function that stops the daemon/service | function
158 Mot inconnu : that => # Function that stops the daemon/service | that
158 Mot inconnu : the => # Function that stops the daemon/service | the
158 Mot inconnu : daemon => # Function that stops the daemon/service | daemon

160 Mot inconnu : do_stop => do_stop() | do_stop

162 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>    # Return |     => suggestions : ['']
162 Mot inconnu : Return =>    # Return | return

163 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>    #   0 if daemon has been stopped |     => suggestions : ['']
163 Mot inconnu : daemon =>    #   0 if daemon has been stopped | daemon
163 Mot inconnu : has =>    #   0 if daemon has been stopped | has
163 Mot inconnu : been =>    #   0 if daemon has been stopped | been
163 Mot inconnu : stopped =>    #   0 if daemon has been stopped | stopped

164 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>    #   1 if daemon was already stopped |     => suggestions : ['']
164 Mot inconnu : daemon =>    #   1 if daemon was already stopped | daemon
164 Mot inconnu : was =>    #   1 if daemon was already stopped | was
164 Mot inconnu : already =>    #   1 if daemon was already stopped | already
164 Mot inconnu : stopped =>    #   1 if daemon was already stopped | stopped

165 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>    #   2 if daemon could not be stopped |     => suggestions : ['']
165 Accord de nombre erroné avec « 2 » : « if » devrait être au pluriel. =>    #   2 if daemon could not be stopped | if => suggestions : ['ifs']
165 Mot inconnu : daemon =>    #   2 if daemon could not be stopped | daemon
165 Mot inconnu : could =>    #   2 if daemon could not be stopped | could
165 Mot inconnu : not =>    #   2 if daemon could not be stopped | not
165 Mot inconnu : stopped =>    #   2 if daemon could not be stopped | stopped

166 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>    #   other if a failure occurred |     => suggestions : ['']
166 Mot inconnu : other =>    #   other if a failure occurred | other
166 Mot inconnu : failure =>    #   other if a failure occurred | failure
166 Mot inconnu : occurred =>    #   other if a failure occurred | occurred

167 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   |   => suggestions : ['']

168 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>    start-stop-daemon --stop --quiet --retry=TERM/30/KILL/5 --user $DELUGED_USER --pidfile $PIDFILE2 |     => suggestions : ['']
168 Mot inconnu : start-stop-daemon =>    start-stop-daemon --stop --quiet --retry=TERM/30/KILL/5 --user $DELUGED_USER --pidfile $PIDFILE2 | start-stop-daemon
168 Mot inconnu : retry =>    start-stop-daemon --stop --quiet --retry=TERM/30/KILL/5 --user $DELUGED_USER --pidfile $PIDFILE2 | retry
168 Mot inconnu : TERM =>    start-stop-daemon --stop --quiet --retry=TERM/30/KILL/5 --user $DELUGED_USER --pidfile $PIDFILE2 | term
168 Mot inconnu : KILL =>    start-stop-daemon --stop --quiet --retry=TERM/30/KILL/5 --user $DELUGED_USER --pidfile $PIDFILE2 | kill
168 Mot inconnu : DELUGED_USER =>    start-stop-daemon --stop --quiet --retry=TERM/30/KILL/5 --user $DELUGED_USER --pidfile $PIDFILE2 | deluged_user
168 Mot inconnu : pidfile =>    start-stop-daemon --stop --quiet --retry=TERM/30/KILL/5 --user $DELUGED_USER --pidfile $PIDFILE2 | pidfile
168 Mot inconnu : PIDFILE2 =>    start-stop-daemon --stop --quiet --retry=TERM/30/KILL/5 --user $DELUGED_USER --pidfile $PIDFILE2 | pidfile2

169 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>    RETVAL2="$?" |     => suggestions : ['']
169 Mot inconnu : RETVAL2 =>    RETVAL2="$?" | retval2
169 Guillemets typographiques fermants. =>    RETVAL2="$?" | " => suggestions : ['\xa0»', '”']

170 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>    start-stop-daemon --stop --quiet --retry=TERM/30/KILL/5 --user $DELUGED_USER --pidfile $PIDFILE1 |     => suggestions : ['']
170 Mot inconnu : start-stop-daemon =>    start-stop-daemon --stop --quiet --retry=TERM/30/KILL/5 --user $DELUGED_USER --pidfile $PIDFILE1 | start-stop-daemon
170 Mot inconnu : retry =>    start-stop-daemon --stop --quiet --retry=TERM/30/KILL/5 --user $DELUGED_USER --pidfile $PIDFILE1 | retry
170 Mot inconnu : TERM =>    start-stop-daemon --stop --quiet --retry=TERM/30/KILL/5 --user $DELUGED_USER --pidfile $PIDFILE1 | term
170 Mot inconnu : KILL =>    start-stop-daemon --stop --quiet --retry=TERM/30/KILL/5 --user $DELUGED_USER --pidfile $PIDFILE1 | kill
170 Mot inconnu : DELUGED_USER =>    start-stop-daemon --stop --quiet --retry=TERM/30/KILL/5 --user $DELUGED_USER --pidfile $PIDFILE1 | deluged_user
170 Mot inconnu : pidfile =>    start-stop-daemon --stop --quiet --retry=TERM/30/KILL/5 --user $DELUGED_USER --pidfile $PIDFILE1 | pidfile
170 Mot inconnu : PIDFILE1 =>    start-stop-daemon --stop --quiet --retry=TERM/30/KILL/5 --user $DELUGED_USER --pidfile $PIDFILE1 | pidfile1

171 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>    RETVAL1="$?" |     => suggestions : ['']
171 Mot inconnu : RETVAL1 =>    RETVAL1="$?" | retval1
171 Guillemets typographiques fermants. =>    RETVAL1="$?" | " => suggestions : ['\xa0»', '”']

172 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>    [ "$RETVAL1" = "2" -o "$RETVAL2" = "2" ] && return 2 |     => suggestions : ['']
172 Pas d’espace après ce signe. =>    [ "$RETVAL1" = "2" -o "$RETVAL2" = "2" ] && return 2 | [  => suggestions : ['[']
172 Mot inconnu : RETVAL1 =>    [ "$RETVAL1" = "2" -o "$RETVAL2" = "2" ] && return 2 | retval1
172 Guillemets typographiques fermants. =>    [ "$RETVAL1" = "2" -o "$RETVAL2" = "2" ] && return 2 | " => suggestions : ['\xa0»', '”']
172 Guillemets typographiques ouvrants. =>    [ "$RETVAL1" = "2" -o "$RETVAL2" = "2" ] && return 2 | " => suggestions : ['«\xa0', '“']
172 Guillemets typographiques fermants. =>    [ "$RETVAL1" = "2" -o "$RETVAL2" = "2" ] && return 2 | " => suggestions : ['\xa0»', '”']
172 Mot inconnu : RETVAL2 =>    [ "$RETVAL1" = "2" -o "$RETVAL2" = "2" ] && return 2 | retval2
172 Guillemets typographiques fermants. =>    [ "$RETVAL1" = "2" -o "$RETVAL2" = "2" ] && return 2 | " => suggestions : ['\xa0»', '”']
172 Guillemets typographiques ouvrants. =>    [ "$RETVAL1" = "2" -o "$RETVAL2" = "2" ] && return 2 | " => suggestions : ['«\xa0', '“']
172 Guillemets typographiques fermants. =>    [ "$RETVAL1" = "2" -o "$RETVAL2" = "2" ] && return 2 | " => suggestions : ['\xa0»', '”']
172 Pas d’espace avant ce signe. =>    [ "$RETVAL1" = "2" -o "$RETVAL2" = "2" ] && return 2 |  ] => suggestions : [']']
172 Mot inconnu : return =>    [ "$RETVAL1" = "2" -o "$RETVAL2" = "2" ] && return 2 | return

173 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   |   => suggestions : ['']

174 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>    rm -f $PIDFILE1 $PIDFILE2 |     => suggestions : ['']
174 Mot inconnu : rm =>    rm -f $PIDFILE1 $PIDFILE2 | rm
174 Il manque un espace à côté du tiret. =>    rm -f $PIDFILE1 $PIDFILE2 |  - => suggestions : [' – ', ' — ']
174 Mot inconnu : PIDFILE1 =>    rm -f $PIDFILE1 $PIDFILE2 | pidfile1
174 Mot inconnu : PIDFILE2 =>    rm -f $PIDFILE1 $PIDFILE2 | pidfile2

175 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   |   => suggestions : ['']

176 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>    [ "$RETVAL1" = "0" -a "$RETVAL2" = "0" ] && return 0 || return 1 |     => suggestions : ['']
176 Pas d’espace après ce signe. =>    [ "$RETVAL1" = "0" -a "$RETVAL2" = "0" ] && return 0 || return 1 | [  => suggestions : ['[']
176 Mot inconnu : RETVAL1 =>    [ "$RETVAL1" = "0" -a "$RETVAL2" = "0" ] && return 0 || return 1 | retval1
176 Guillemets typographiques fermants. =>    [ "$RETVAL1" = "0" -a "$RETVAL2" = "0" ] && return 0 || return 1 | " => suggestions : ['\xa0»', '”']
176 Guillemets typographiques ouvrants. =>    [ "$RETVAL1" = "0" -a "$RETVAL2" = "0" ] && return 0 || return 1 | " => suggestions : ['«\xa0', '“']
176 Guillemets typographiques fermants. =>    [ "$RETVAL1" = "0" -a "$RETVAL2" = "0" ] && return 0 || return 1 | " => suggestions : ['\xa0»', '”']
176 Mot inconnu : RETVAL2 =>    [ "$RETVAL1" = "0" -a "$RETVAL2" = "0" ] && return 0 || return 1 | retval2
176 Guillemets typographiques fermants. =>    [ "$RETVAL1" = "0" -a "$RETVAL2" = "0" ] && return 0 || return 1 | " => suggestions : ['\xa0»', '”']
176 Guillemets typographiques ouvrants. =>    [ "$RETVAL1" = "0" -a "$RETVAL2" = "0" ] && return 0 || return 1 | " => suggestions : ['«\xa0', '“']
176 Guillemets typographiques fermants. =>    [ "$RETVAL1" = "0" -a "$RETVAL2" = "0" ] && return 0 || return 1 | " => suggestions : ['\xa0»', '”']
176 Pas d’espace avant ce signe. =>    [ "$RETVAL1" = "0" -a "$RETVAL2" = "0" ] && return 0 || return 1 |  ] => suggestions : [']']
176 Mot inconnu : return =>    [ "$RETVAL1" = "0" -a "$RETVAL2" = "0" ] && return 0 || return 1 | return
176 Mot inconnu : return =>    [ "$RETVAL1" = "0" -a "$RETVAL2" = "0" ] && return 0 || return 1 | return

178 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   |   => suggestions : ['']

179 Guillemets typographiques fermants. => case "$1" in | " => suggestions : ['\xa0»', '”']

180 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   start) |    => suggestions : ['']
180 Mot inconnu : start =>   start) | start

181 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>    [ "$VERBOSE" != no ] && log_daemon_msg "Starting $DESC" "$NAME1" |     => suggestions : ['']
181 Pas d’espace après ce signe. =>    [ "$VERBOSE" != no ] && log_daemon_msg "Starting $DESC" "$NAME1" | [  => suggestions : ['[']
181 Mot inconnu : VERBOSE =>    [ "$VERBOSE" != no ] && log_daemon_msg "Starting $DESC" "$NAME1" | verbose
181 Guillemets typographiques fermants. =>    [ "$VERBOSE" != no ] && log_daemon_msg "Starting $DESC" "$NAME1" | " => suggestions : ['\xa0»', '”']
181 Pas d’espace avant ce signe. =>    [ "$VERBOSE" != no ] && log_daemon_msg "Starting $DESC" "$NAME1" |  ] => suggestions : [']']
181 Mot inconnu : log_daemon_msg =>    [ "$VERBOSE" != no ] && log_daemon_msg "Starting $DESC" "$NAME1" | log_daemon_msg
181 Guillemets typographiques ouvrants. =>    [ "$VERBOSE" != no ] && log_daemon_msg "Starting $DESC" "$NAME1" | " => suggestions : ['«\xa0', '“']
181 Mot inconnu : Starting =>    [ "$VERBOSE" != no ] && log_daemon_msg "Starting $DESC" "$NAME1" | starting
181 Mot inconnu : DESC =>    [ "$VERBOSE" != no ] && log_daemon_msg "Starting $DESC" "$NAME1" | desc
