2 Mot inconnu : interface_3d => {{tag>interface_3d personnalisation}}

7 Il manque un espace insécable. => ====== Barre de lancement (dock) : Avant Window Navigator ======
7 Mot inconnu : Window => ====== Barre de lancement (dock) : Avant Window Navigator ======
7 Mot inconnu : Navigator => ====== Barre de lancement (dock) : Avant Window Navigator ======

10 Mot inconnu : Window => **Avant Window Navigator** est une barre de lancement d'applications animée qui apparaît sur le bureau.
10 Mot inconnu : Navigator => **Avant Window Navigator** est une barre de lancement d'applications animée qui apparaît sur le bureau.

16 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Disposer des [[:sudo|droits d'administration]].

17 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Disposer d'une connexion à Internet configurée et activée.

18 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Nécessite l'utilisation d'une [[:interface_3d#installation_de_l_interface_3d|interface composite 3D]].

28 Mot inconnu : Window => Avant Window Navigator est disponible dans les [[:depots#universe_et_multiverse|dépôts Universe]]. Il suffit d'[[:tutoriel:comment_installer_un_paquet|installer le paquet]] **[[apt://avant-window-navigator|avant-window-navigator]]** et si vous voulez l'ensemble des greffons (applets) qui ajoutent des fonctions supplémentaires (à partir de Natty), installez le paquet supplémentaire **[[apt>awn-applets-all|awn-applets-all]]**.
28 Mot inconnu : Navigator => Avant Window Navigator est disponible dans les [[:depots#universe_et_multiverse|dépôts Universe]]. Il suffit d'[[:tutoriel:comment_installer_un_paquet|installer le paquet]] **[[apt://avant-window-navigator|avant-window-navigator]]** et si vous voulez l'ensemble des greffons (applets) qui ajoutent des fonctions supplémentaires (à partir de Natty), installez le paquet supplémentaire **[[apt>awn-applets-all|awn-applets-all]]**.
28 Mot inconnu : Universe => Avant Window Navigator est disponible dans les [[:depots#universe_et_multiverse|dépôts Universe]]. Il suffit d'[[:tutoriel:comment_installer_un_paquet|installer le paquet]] **[[apt://avant-window-navigator|avant-window-navigator]]** et si vous voulez l'ensemble des greffons (applets) qui ajoutent des fonctions supplémentaires (à partir de Natty), installez le paquet supplémentaire **[[apt>awn-applets-all|awn-applets-all]]**.
28 Il manque un espace. => Avant Window Navigator est disponible dans les [[:depots#universe_et_multiverse|dépôts Universe]]. Il suffit d'[[:tutoriel:comment_installer_un_paquet|installer le paquet]] **[[apt://avant-window-navigator|avant-window-navigator]]** et si vous voulez l'ensemble des greffons (applets) qui ajoutent des fonctions supplémentaires (à partir de Natty), installez le paquet supplémentaire **[[apt>awn-applets-all|awn-applets-all]]**.
28 Mot inconnu : Natty => Avant Window Navigator est disponible dans les [[:depots#universe_et_multiverse|dépôts Universe]]. Il suffit d'[[:tutoriel:comment_installer_un_paquet|installer le paquet]] **[[apt://avant-window-navigator|avant-window-navigator]]** et si vous voulez l'ensemble des greffons (applets) qui ajoutent des fonctions supplémentaires (à partir de Natty), installez le paquet supplémentaire **[[apt>awn-applets-all|awn-applets-all]]**.

30 Mot inconnu : AWN => <note important>Sous Ubuntu 12.10 AWN a disparu des dépôts officiels : Voir section suivante.
30 Il manque un espace insécable. => <note important>Sous Ubuntu 12.10 AWN a disparu des dépôts officiels : Voir section suivante.

33 Mot inconnu : Quantal => Dans Quantal (Ubuntu 12.10), AWN a disparu des dépôts officiels. Il faut ajouter le dépôt **ppa:nilarimogard/webupd8** :
33 Mot inconnu : AWN => Dans Quantal (Ubuntu 12.10), AWN a disparu des dépôts officiels. Il faut ajouter le dépôt **ppa:nilarimogard/webupd8** :
33 Il manque un espace. => Dans Quantal (Ubuntu 12.10), AWN a disparu des dépôts officiels. Il faut ajouter le dépôt **ppa:nilarimogard/webupd8** :
33 Mot inconnu : nilarimogard => Dans Quantal (Ubuntu 12.10), AWN a disparu des dépôts officiels. Il faut ajouter le dépôt **ppa:nilarimogard/webupd8** :
33 Mot inconnu : webupd8 => Dans Quantal (Ubuntu 12.10), AWN a disparu des dépôts officiels. Il faut ajouter le dépôt **ppa:nilarimogard/webupd8** :
33 Il manque un espace insécable. => Dans Quantal (Ubuntu 12.10), AWN a disparu des dépôts officiels. Il faut ajouter le dépôt **ppa:nilarimogard/webupd8** :

34 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   sudo add-apt-repository ppa:nilarimogard/webupd8
34 Mot inconnu : sudo =>   sudo add-apt-repository ppa:nilarimogard/webupd8
34 Mot inconnu : add-apt-repository =>   sudo add-apt-repository ppa:nilarimogard/webupd8
34 Il manque un espace. =>   sudo add-apt-repository ppa:nilarimogard/webupd8
34 Mot inconnu : nilarimogard =>   sudo add-apt-repository ppa:nilarimogard/webupd8
34 Mot inconnu : webupd8 =>   sudo add-apt-repository ppa:nilarimogard/webupd8

35 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   sudo apt-get update
35 Mot inconnu : sudo =>   sudo apt-get update
35 Mot inconnu : apt-get =>   sudo apt-get update
35 Mot inconnu : update =>   sudo apt-get update

36 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   sudo apt-get install avant-window-navigator
36 Mot inconnu : sudo =>   sudo apt-get install avant-window-navigator
36 Mot inconnu : apt-get =>   sudo apt-get install avant-window-navigator
36 Mot inconnu : install =>   sudo apt-get install avant-window-navigator
36 Mot inconnu : avant-window-navigator =>   sudo apt-get install avant-window-navigator

39 Mot inconnu : Launchpad => Une version de développement est mise à disposition sur [[Launchpad]], et s'adresse à ceux qui désirent les dernières nouveautés, au prix de quelques bogues et d'une possible instabilité.

41 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * [[:PPA|Ajoutez le PPA]] **ppa:awn-testing**((https://launchpad.net/~awn-testing/+archive/ppa)) dans vos sources de logiciels.
41 Il manque un espace. =>   * [[:PPA|Ajoutez le PPA]] **ppa:awn-testing**((https://launchpad.net/~awn-testing/+archive/ppa)) dans vos sources de logiciels.
41 Mot inconnu : awn-testing =>   * [[:PPA|Ajoutez le PPA]] **ppa:awn-testing**((https://launchpad.net/~awn-testing/+archive/ppa)) dans vos sources de logiciels.
41 Mot inconnu : awn-testing =>   * [[:PPA|Ajoutez le PPA]] **ppa:awn-testing**((https://launchpad.net/~awn-testing/+archive/ppa)) dans vos sources de logiciels.

42 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * [[:tutoriel:comment_modifier_sources_maj#recharger_la_liste_des_paquets|Rechargez la liste des paquets]].
42 Il manque un espace. =>   * [[:tutoriel:comment_modifier_sources_maj#recharger_la_liste_des_paquets|Rechargez la liste des paquets]].

43 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Puis [[:tutoriel:comment_installer_un_paquet|installez les paquets]] **[[apt://avant-window-navigator-trunk awn-applets-python-extras-trunk awn-applets-c-extras-trunk | avant-window-navigator-trunk awn-applets-python-extras-trunk awn-applets-c-extras-trunk]]** qui remplacent la version normale et ses dépendances.
43 Il manque un espace. =>   * Puis [[:tutoriel:comment_installer_un_paquet|installez les paquets]] **[[apt://avant-window-navigator-trunk awn-applets-python-extras-trunk awn-applets-c-extras-trunk | avant-window-navigator-trunk awn-applets-python-extras-trunk awn-applets-c-extras-trunk]]** qui remplacent la version normale et ses dépendances.
43 Mot inconnu : avant-window-navigator-trunk =>   * Puis [[:tutoriel:comment_installer_un_paquet|installez les paquets]] **[[apt://avant-window-navigator-trunk awn-applets-python-extras-trunk awn-applets-c-extras-trunk | avant-window-navigator-trunk awn-applets-python-extras-trunk awn-applets-c-extras-trunk]]** qui remplacent la version normale et ses dépendances.
43 Mot inconnu : awn-applets-python-extras-trunk =>   * Puis [[:tutoriel:comment_installer_un_paquet|installez les paquets]] **[[apt://avant-window-navigator-trunk awn-applets-python-extras-trunk awn-applets-c-extras-trunk | avant-window-navigator-trunk awn-applets-python-extras-trunk awn-applets-c-extras-trunk]]** qui remplacent la version normale et ses dépendances.
43 Mot inconnu : awn-applets-c-extras-trunk =>   * Puis [[:tutoriel:comment_installer_un_paquet|installez les paquets]] **[[apt://avant-window-navigator-trunk awn-applets-python-extras-trunk awn-applets-c-extras-trunk | avant-window-navigator-trunk awn-applets-python-extras-trunk awn-applets-c-extras-trunk]]** qui remplacent la version normale et ses dépendances.
43 Mot inconnu : avant-window-navigator-trunk =>   * Puis [[:tutoriel:comment_installer_un_paquet|installez les paquets]] **[[apt://avant-window-navigator-trunk awn-applets-python-extras-trunk awn-applets-c-extras-trunk | avant-window-navigator-trunk awn-applets-python-extras-trunk awn-applets-c-extras-trunk]]** qui remplacent la version normale et ses dépendances.
43 Mot inconnu : awn-applets-python-extras-trunk =>   * Puis [[:tutoriel:comment_installer_un_paquet|installez les paquets]] **[[apt://avant-window-navigator-trunk awn-applets-python-extras-trunk awn-applets-c-extras-trunk | avant-window-navigator-trunk awn-applets-python-extras-trunk awn-applets-c-extras-trunk]]** qui remplacent la version normale et ses dépendances.
43 Mot inconnu : awn-applets-c-extras-trunk =>   * Puis [[:tutoriel:comment_installer_un_paquet|installez les paquets]] **[[apt://avant-window-navigator-trunk awn-applets-python-extras-trunk awn-applets-c-extras-trunk | avant-window-navigator-trunk awn-applets-python-extras-trunk awn-applets-c-extras-trunk]]** qui remplacent la version normale et ses dépendances.

45 Une de ces ponctuations est superflue. => :!: Sur [[:KDE]] le système vous demandera d'installer également des paquets propres à [[:Gnome]] pour permettre à l'application de fonctionner.

49 Il manque un espace insécable. => Cette solution vous permettra de bénéficier aussi des dernières mises à jour, qui seront très probablement moins stables. Mais vous pourrez bénéficier de ces modifications « en direct ».
49 Il manque un espace insécable. => Cette solution vous permettra de bénéficier aussi des dernières mises à jour, qui seront très probablement moins stables. Mais vous pourrez bénéficier de ces modifications « en direct ».

51 Il manque un espace. => [[tutoriel:comment_installer_un_paquet|Installez les paquets]] **[[apt://bzr,libgtk2.0-dev,libwnck-dev,libwnck-common,libgconf2-dev,libglib2.0-dev,gnome-common,libgnome-desktop-dev,libdbus-glib-1-dev,libxcomposite-dev,libxdamage-dev,python-gtk2-dev,python-cairo-dev,python-gnome2-dev,python-gnome2-desktop-dev,python-gnome2-extras-dev,libgnome-menu-dev,librsvg2-dev,libgtop2-dev,gtk-doc-tools,libsexy-dev,libnotify-dev,libvte-dev,python-alsaaudio,python-feedparser,python-xdg|bzr, libgtk2.0-dev, libwnck-dev, libwnck-common, libgconf2-dev, libglib2.0-dev, gnome-common, libgnome-desktop-dev, libdbus-glib-1-dev, libxcomposite-dev, libxdamage-dev, python-gtk2-dev, python-cairo-dev, python-gnome2-dev, python-gnome2-desktop-dev, python-gnome2-extras-dev, libgnome-menu-dev, librsvg2-dev, libgtop2-dev,gtk-doc-tools, libsexy-dev, libnotify-dev, libvte-dev, python-alsaaudio, python-feedparser et python-xdg]]**
51 Mot inconnu : python-gnome2-desktop-dev => [[tutoriel:comment_installer_un_paquet|Installez les paquets]] **[[apt://bzr,libgtk2.0-dev,libwnck-dev,libwnck-common,libgconf2-dev,libglib2.0-dev,gnome-common,libgnome-desktop-dev,libdbus-glib-1-dev,libxcomposite-dev,libxdamage-dev,python-gtk2-dev,python-cairo-dev,python-gnome2-dev,python-gnome2-desktop-dev,python-gnome2-extras-dev,libgnome-menu-dev,librsvg2-dev,libgtop2-dev,gtk-doc-tools,libsexy-dev,libnotify-dev,libvte-dev,python-alsaaudio,python-feedparser,python-xdg|bzr, libgtk2.0-dev, libwnck-dev, libwnck-common, libgconf2-dev, libglib2.0-dev, gnome-common, libgnome-desktop-dev, libdbus-glib-1-dev, libxcomposite-dev, libxdamage-dev, python-gtk2-dev, python-cairo-dev, python-gnome2-dev, python-gnome2-desktop-dev, python-gnome2-extras-dev, libgnome-menu-dev, librsvg2-dev, libgtop2-dev,gtk-doc-tools, libsexy-dev, libnotify-dev, libvte-dev, python-alsaaudio, python-feedparser et python-xdg]]**
51 Mot inconnu : python-gnome2-extras-dev => [[tutoriel:comment_installer_un_paquet|Installez les paquets]] **[[apt://bzr,libgtk2.0-dev,libwnck-dev,libwnck-common,libgconf2-dev,libglib2.0-dev,gnome-common,libgnome-desktop-dev,libdbus-glib-1-dev,libxcomposite-dev,libxdamage-dev,python-gtk2-dev,python-cairo-dev,python-gnome2-dev,python-gnome2-desktop-dev,python-gnome2-extras-dev,libgnome-menu-dev,librsvg2-dev,libgtop2-dev,gtk-doc-tools,libsexy-dev,libnotify-dev,libvte-dev,python-alsaaudio,python-feedparser,python-xdg|bzr, libgtk2.0-dev, libwnck-dev, libwnck-common, libgconf2-dev, libglib2.0-dev, gnome-common, libgnome-desktop-dev, libdbus-glib-1-dev, libxcomposite-dev, libxdamage-dev, python-gtk2-dev, python-cairo-dev, python-gnome2-dev, python-gnome2-desktop-dev, python-gnome2-extras-dev, libgnome-menu-dev, librsvg2-dev, libgtop2-dev,gtk-doc-tools, libsexy-dev, libnotify-dev, libvte-dev, python-alsaaudio, python-feedparser et python-xdg]]**
51 Il manque un espace. => [[tutoriel:comment_installer_un_paquet|Installez les paquets]] **[[apt://bzr,libgtk2.0-dev,libwnck-dev,libwnck-common,libgconf2-dev,libglib2.0-dev,gnome-common,libgnome-desktop-dev,libdbus-glib-1-dev,libxcomposite-dev,libxdamage-dev,python-gtk2-dev,python-cairo-dev,python-gnome2-dev,python-gnome2-desktop-dev,python-gnome2-extras-dev,libgnome-menu-dev,librsvg2-dev,libgtop2-dev,gtk-doc-tools,libsexy-dev,libnotify-dev,libvte-dev,python-alsaaudio,python-feedparser,python-xdg|bzr, libgtk2.0-dev, libwnck-dev, libwnck-common, libgconf2-dev, libglib2.0-dev, gnome-common, libgnome-desktop-dev, libdbus-glib-1-dev, libxcomposite-dev, libxdamage-dev, python-gtk2-dev, python-cairo-dev, python-gnome2-dev, python-gnome2-desktop-dev, python-gnome2-extras-dev, libgnome-menu-dev, librsvg2-dev, libgtop2-dev,gtk-doc-tools, libsexy-dev, libnotify-dev, libvte-dev, python-alsaaudio, python-feedparser et python-xdg]]**
51 Mot inconnu : libgnome-menu-dev => [[tutoriel:comment_installer_un_paquet|Installez les paquets]] **[[apt://bzr,libgtk2.0-dev,libwnck-dev,libwnck-common,libgconf2-dev,libglib2.0-dev,gnome-common,libgnome-desktop-dev,libdbus-glib-1-dev,libxcomposite-dev,libxdamage-dev,python-gtk2-dev,python-cairo-dev,python-gnome2-dev,python-gnome2-desktop-dev,python-gnome2-extras-dev,libgnome-menu-dev,librsvg2-dev,libgtop2-dev,gtk-doc-tools,libsexy-dev,libnotify-dev,libvte-dev,python-alsaaudio,python-feedparser,python-xdg|bzr, libgtk2.0-dev, libwnck-dev, libwnck-common, libgconf2-dev, libglib2.0-dev, gnome-common, libgnome-desktop-dev, libdbus-glib-1-dev, libxcomposite-dev, libxdamage-dev, python-gtk2-dev, python-cairo-dev, python-gnome2-dev, python-gnome2-desktop-dev, python-gnome2-extras-dev, libgnome-menu-dev, librsvg2-dev, libgtop2-dev,gtk-doc-tools, libsexy-dev, libnotify-dev, libvte-dev, python-alsaaudio, python-feedparser et python-xdg]]**
51 Mot inconnu : librsvg2-dev => [[tutoriel:comment_installer_un_paquet|Installez les paquets]] **[[apt://bzr,libgtk2.0-dev,libwnck-dev,libwnck-common,libgconf2-dev,libglib2.0-dev,gnome-common,libgnome-desktop-dev,libdbus-glib-1-dev,libxcomposite-dev,libxdamage-dev,python-gtk2-dev,python-cairo-dev,python-gnome2-dev,python-gnome2-desktop-dev,python-gnome2-extras-dev,libgnome-menu-dev,librsvg2-dev,libgtop2-dev,gtk-doc-tools,libsexy-dev,libnotify-dev,libvte-dev,python-alsaaudio,python-feedparser,python-xdg|bzr, libgtk2.0-dev, libwnck-dev, libwnck-common, libgconf2-dev, libglib2.0-dev, gnome-common, libgnome-desktop-dev, libdbus-glib-1-dev, libxcomposite-dev, libxdamage-dev, python-gtk2-dev, python-cairo-dev, python-gnome2-dev, python-gnome2-desktop-dev, python-gnome2-extras-dev, libgnome-menu-dev, librsvg2-dev, libgtop2-dev,gtk-doc-tools, libsexy-dev, libnotify-dev, libvte-dev, python-alsaaudio, python-feedparser et python-xdg]]**
51 Il manque un espace. => [[tutoriel:comment_installer_un_paquet|Installez les paquets]] **[[apt://bzr,libgtk2.0-dev,libwnck-dev,libwnck-common,libgconf2-dev,libglib2.0-dev,gnome-common,libgnome-desktop-dev,libdbus-glib-1-dev,libxcomposite-dev,libxdamage-dev,python-gtk2-dev,python-cairo-dev,python-gnome2-dev,python-gnome2-desktop-dev,python-gnome2-extras-dev,libgnome-menu-dev,librsvg2-dev,libgtop2-dev,gtk-doc-tools,libsexy-dev,libnotify-dev,libvte-dev,python-alsaaudio,python-feedparser,python-xdg|bzr, libgtk2.0-dev, libwnck-dev, libwnck-common, libgconf2-dev, libglib2.0-dev, gnome-common, libgnome-desktop-dev, libdbus-glib-1-dev, libxcomposite-dev, libxdamage-dev, python-gtk2-dev, python-cairo-dev, python-gnome2-dev, python-gnome2-desktop-dev, python-gnome2-extras-dev, libgnome-menu-dev, librsvg2-dev, libgtop2-dev,gtk-doc-tools, libsexy-dev, libnotify-dev, libvte-dev, python-alsaaudio, python-feedparser et python-xdg]]**
51 Mot inconnu : libgtop2-dev => [[tutoriel:comment_installer_un_paquet|Installez les paquets]] **[[apt://bzr,libgtk2.0-dev,libwnck-dev,libwnck-common,libgconf2-dev,libglib2.0-dev,gnome-common,libgnome-desktop-dev,libdbus-glib-1-dev,libxcomposite-dev,libxdamage-dev,python-gtk2-dev,python-cairo-dev,python-gnome2-dev,python-gnome2-desktop-dev,python-gnome2-extras-dev,libgnome-menu-dev,librsvg2-dev,libgtop2-dev,gtk-doc-tools,libsexy-dev,libnotify-dev,libvte-dev,python-alsaaudio,python-feedparser,python-xdg|bzr, libgtk2.0-dev, libwnck-dev, libwnck-common, libgconf2-dev, libglib2.0-dev, gnome-common, libgnome-desktop-dev, libdbus-glib-1-dev, libxcomposite-dev, libxdamage-dev, python-gtk2-dev, python-cairo-dev, python-gnome2-dev, python-gnome2-desktop-dev, python-gnome2-extras-dev, libgnome-menu-dev, librsvg2-dev, libgtop2-dev,gtk-doc-tools, libsexy-dev, libnotify-dev, libvte-dev, python-alsaaudio, python-feedparser et python-xdg]]**
51 Mot inconnu : gtk-doc-tools => [[tutoriel:comment_installer_un_paquet|Installez les paquets]] **[[apt://bzr,libgtk2.0-dev,libwnck-dev,libwnck-common,libgconf2-dev,libglib2.0-dev,gnome-common,libgnome-desktop-dev,libdbus-glib-1-dev,libxcomposite-dev,libxdamage-dev,python-gtk2-dev,python-cairo-dev,python-gnome2-dev,python-gnome2-desktop-dev,python-gnome2-extras-dev,libgnome-menu-dev,librsvg2-dev,libgtop2-dev,gtk-doc-tools,libsexy-dev,libnotify-dev,libvte-dev,python-alsaaudio,python-feedparser,python-xdg|bzr, libgtk2.0-dev, libwnck-dev, libwnck-common, libgconf2-dev, libglib2.0-dev, gnome-common, libgnome-desktop-dev, libdbus-glib-1-dev, libxcomposite-dev, libxdamage-dev, python-gtk2-dev, python-cairo-dev, python-gnome2-dev, python-gnome2-desktop-dev, python-gnome2-extras-dev, libgnome-menu-dev, librsvg2-dev, libgtop2-dev,gtk-doc-tools, libsexy-dev, libnotify-dev, libvte-dev, python-alsaaudio, python-feedparser et python-xdg]]**
51 Il manque un espace. => [[tutoriel:comment_installer_un_paquet|Installez les paquets]] **[[apt://bzr,libgtk2.0-dev,libwnck-dev,libwnck-common,libgconf2-dev,libglib2.0-dev,gnome-common,libgnome-desktop-dev,libdbus-glib-1-dev,libxcomposite-dev,libxdamage-dev,python-gtk2-dev,python-cairo-dev,python-gnome2-dev,python-gnome2-desktop-dev,python-gnome2-extras-dev,libgnome-menu-dev,librsvg2-dev,libgtop2-dev,gtk-doc-tools,libsexy-dev,libnotify-dev,libvte-dev,python-alsaaudio,python-feedparser,python-xdg|bzr, libgtk2.0-dev, libwnck-dev, libwnck-common, libgconf2-dev, libglib2.0-dev, gnome-common, libgnome-desktop-dev, libdbus-glib-1-dev, libxcomposite-dev, libxdamage-dev, python-gtk2-dev, python-cairo-dev, python-gnome2-dev, python-gnome2-desktop-dev, python-gnome2-extras-dev, libgnome-menu-dev, librsvg2-dev, libgtop2-dev,gtk-doc-tools, libsexy-dev, libnotify-dev, libvte-dev, python-alsaaudio, python-feedparser et python-xdg]]**
51 Mot inconnu : libsexy-dev => [[tutoriel:comment_installer_un_paquet|Installez les paquets]] **[[apt://bzr,libgtk2.0-dev,libwnck-dev,libwnck-common,libgconf2-dev,libglib2.0-dev,gnome-common,libgnome-desktop-dev,libdbus-glib-1-dev,libxcomposite-dev,libxdamage-dev,python-gtk2-dev,python-cairo-dev,python-gnome2-dev,python-gnome2-desktop-dev,python-gnome2-extras-dev,libgnome-menu-dev,librsvg2-dev,libgtop2-dev,gtk-doc-tools,libsexy-dev,libnotify-dev,libvte-dev,python-alsaaudio,python-feedparser,python-xdg|bzr, libgtk2.0-dev, libwnck-dev, libwnck-common, libgconf2-dev, libglib2.0-dev, gnome-common, libgnome-desktop-dev, libdbus-glib-1-dev, libxcomposite-dev, libxdamage-dev, python-gtk2-dev, python-cairo-dev, python-gnome2-dev, python-gnome2-desktop-dev, python-gnome2-extras-dev, libgnome-menu-dev, librsvg2-dev, libgtop2-dev,gtk-doc-tools, libsexy-dev, libnotify-dev, libvte-dev, python-alsaaudio, python-feedparser et python-xdg]]**
51 Mot inconnu : libnotify-dev => [[tutoriel:comment_installer_un_paquet|Installez les paquets]] **[[apt://bzr,libgtk2.0-dev,libwnck-dev,libwnck-common,libgconf2-dev,libglib2.0-dev,gnome-common,libgnome-desktop-dev,libdbus-glib-1-dev,libxcomposite-dev,libxdamage-dev,python-gtk2-dev,python-cairo-dev,python-gnome2-dev,python-gnome2-desktop-dev,python-gnome2-extras-dev,libgnome-menu-dev,librsvg2-dev,libgtop2-dev,gtk-doc-tools,libsexy-dev,libnotify-dev,libvte-dev,python-alsaaudio,python-feedparser,python-xdg|bzr, libgtk2.0-dev, libwnck-dev, libwnck-common, libgconf2-dev, libglib2.0-dev, gnome-common, libgnome-desktop-dev, libdbus-glib-1-dev, libxcomposite-dev, libxdamage-dev, python-gtk2-dev, python-cairo-dev, python-gnome2-dev, python-gnome2-desktop-dev, python-gnome2-extras-dev, libgnome-menu-dev, librsvg2-dev, libgtop2-dev,gtk-doc-tools, libsexy-dev, libnotify-dev, libvte-dev, python-alsaaudio, python-feedparser et python-xdg]]**
51 Il manque un espace. => [[tutoriel:comment_installer_un_paquet|Installez les paquets]] **[[apt://bzr,libgtk2.0-dev,libwnck-dev,libwnck-common,libgconf2-dev,libglib2.0-dev,gnome-common,libgnome-desktop-dev,libdbus-glib-1-dev,libxcomposite-dev,libxdamage-dev,python-gtk2-dev,python-cairo-dev,python-gnome2-dev,python-gnome2-desktop-dev,python-gnome2-extras-dev,libgnome-menu-dev,librsvg2-dev,libgtop2-dev,gtk-doc-tools,libsexy-dev,libnotify-dev,libvte-dev,python-alsaaudio,python-feedparser,python-xdg|bzr, libgtk2.0-dev, libwnck-dev, libwnck-common, libgconf2-dev, libglib2.0-dev, gnome-common, libgnome-desktop-dev, libdbus-glib-1-dev, libxcomposite-dev, libxdamage-dev, python-gtk2-dev, python-cairo-dev, python-gnome2-dev, python-gnome2-desktop-dev, python-gnome2-extras-dev, libgnome-menu-dev, librsvg2-dev, libgtop2-dev,gtk-doc-tools, libsexy-dev, libnotify-dev, libvte-dev, python-alsaaudio, python-feedparser et python-xdg]]**
51 Mot inconnu : libvte-dev => [[tutoriel:comment_installer_un_paquet|Installez les paquets]] **[[apt://bzr,libgtk2.0-dev,libwnck-dev,libwnck-common,libgconf2-dev,libglib2.0-dev,gnome-common,libgnome-desktop-dev,libdbus-glib-1-dev,libxcomposite-dev,libxdamage-dev,python-gtk2-dev,python-cairo-dev,python-gnome2-dev,python-gnome2-desktop-dev,python-gnome2-extras-dev,libgnome-menu-dev,librsvg2-dev,libgtop2-dev,gtk-doc-tools,libsexy-dev,libnotify-dev,libvte-dev,python-alsaaudio,python-feedparser,python-xdg|bzr, libgtk2.0-dev, libwnck-dev, libwnck-common, libgconf2-dev, libglib2.0-dev, gnome-common, libgnome-desktop-dev, libdbus-glib-1-dev, libxcomposite-dev, libxdamage-dev, python-gtk2-dev, python-cairo-dev, python-gnome2-dev, python-gnome2-desktop-dev, python-gnome2-extras-dev, libgnome-menu-dev, librsvg2-dev, libgtop2-dev,gtk-doc-tools, libsexy-dev, libnotify-dev, libvte-dev, python-alsaaudio, python-feedparser et python-xdg]]**
51 Mot inconnu : python-alsaaudio => [[tutoriel:comment_installer_un_paquet|Installez les paquets]] **[[apt://bzr,libgtk2.0-dev,libwnck-dev,libwnck-common,libgconf2-dev,libglib2.0-dev,gnome-common,libgnome-desktop-dev,libdbus-glib-1-dev,libxcomposite-dev,libxdamage-dev,python-gtk2-dev,python-cairo-dev,python-gnome2-dev,python-gnome2-desktop-dev,python-gnome2-extras-dev,libgnome-menu-dev,librsvg2-dev,libgtop2-dev,gtk-doc-tools,libsexy-dev,libnotify-dev,libvte-dev,python-alsaaudio,python-feedparser,python-xdg|bzr, libgtk2.0-dev, libwnck-dev, libwnck-common, libgconf2-dev, libglib2.0-dev, gnome-common, libgnome-desktop-dev, libdbus-glib-1-dev, libxcomposite-dev, libxdamage-dev, python-gtk2-dev, python-cairo-dev, python-gnome2-dev, python-gnome2-desktop-dev, python-gnome2-extras-dev, libgnome-menu-dev, librsvg2-dev, libgtop2-dev,gtk-doc-tools, libsexy-dev, libnotify-dev, libvte-dev, python-alsaaudio, python-feedparser et python-xdg]]**
51 Il manque un espace. => [[tutoriel:comment_installer_un_paquet|Installez les paquets]] **[[apt://bzr,libgtk2.0-dev,libwnck-dev,libwnck-common,libgconf2-dev,libglib2.0-dev,gnome-common,libgnome-desktop-dev,libdbus-glib-1-dev,libxcomposite-dev,libxdamage-dev,python-gtk2-dev,python-cairo-dev,python-gnome2-dev,python-gnome2-desktop-dev,python-gnome2-extras-dev,libgnome-menu-dev,librsvg2-dev,libgtop2-dev,gtk-doc-tools,libsexy-dev,libnotify-dev,libvte-dev,python-alsaaudio,python-feedparser,python-xdg|bzr, libgtk2.0-dev, libwnck-dev, libwnck-common, libgconf2-dev, libglib2.0-dev, gnome-common, libgnome-desktop-dev, libdbus-glib-1-dev, libxcomposite-dev, libxdamage-dev, python-gtk2-dev, python-cairo-dev, python-gnome2-dev, python-gnome2-desktop-dev, python-gnome2-extras-dev, libgnome-menu-dev, librsvg2-dev, libgtop2-dev,gtk-doc-tools, libsexy-dev, libnotify-dev, libvte-dev, python-alsaaudio, python-feedparser et python-xdg]]**
